rank,num_true,num_models,acc_percent,image_path
154,1023,1023,100.000,154_acc100.0_0f0bc054a74a4c7.png
6705,478,1023,46.725,6705_acc46.7_54d383f3fb63476.png
1768,976,1023,95.406,1768_acc95.4_f3107f3ec0994f8.png
6880,457,1023,44.673,6880_acc44.7_0760d3cfb47e472.png
6053,557,1023,54.448,6053_acc54.4_6a51e0f9a5a4499.png
3952,805,1023,78.690,3952_acc78.7_c4b2750f4b5d47b.png
5533,621,1023,60.704,5533_acc60.7_94ad4136b3d8473.png
5192,661,1023,64.614,5192_acc64.6_70b3d7af5d20489.png
2653,923,1023,90.225,2653_acc90.2_59bc9d1bb288447.png
3687,832,1023,81.329,3687_acc81.3_1b154feed747496.png
14,1023,1023,100.000,14_acc100.0_eebe457214af40a.png
2590,928,1023,90.714,2590_acc90.7_14a975333ae945e.png
2713,919,1023,89.834,2713_acc89.8_c5bab01ba8e4448.png
6479,505,1023,49.365,6479_acc49.4_00d12207b07343a.png
1049,1006,1023,98.338,1049_acc98.3_b4d9773c380a4f0.png
4863,703,1023,68.719,4863_acc68.7_871f072a4320437.png
1056,1006,1023,98.338,1056_acc98.3_11d34c50ab494bd.png
2907,904,1023,88.368,2907_acc88.4_f141a42dff67486.png
8786,251,1023,24.536,8786_acc24.5_2e0cf16b14a5496.png
693,1016,1023,99.316,693_acc99.3_3f85312772384e1.png
1391,994,1023,97.165,1391_acc97.2_6c9153caf84f45e.png
3491,852,1023,83.284,3491_acc83.3_5342b989e658433.png
2940,902,1023,88.172,2940_acc88.2_f03187f50214401.png
8657,263,1023,25.709,8657_acc25.7_32ad2ba1c7d2412.png
4447,752,1023,73.509,4447_acc73.5_8d214029f01c495.png
3037,895,1023,87.488,3037_acc87.5_b16772d82d724c7.png
630,1017,1023,99.413,630_acc99.4_b900b9353f6f4f3.png
5683,600,1023,58.651,5683_acc58.7_421dbcf7d76b462.png
2642,924,1023,90.323,2642_acc90.3_b784d4cdba4a4d6.png
2327,945,1023,92.375,2327_acc92.4_dcc35210bfd8494.png
11763,69,1023,6.745,11763_acc6.7_117b08a94b3840d.png
6105,552,1023,53.959,6105_acc54.0_47e8e481e011482.png
