rank,num_true,num_models,acc_percent,image_path
624,1017,1023,99.413,624_acc99.4_0339dec2a92f4e9.png
184,1023,1023,100.000,184_acc100.0_6875e890833a466.png
209,1022,1023,99.902,209_acc99.9_af240fc3243d4e6.png
742,1015,1023,99.218,742_acc99.2_84fe512d881645b.png
10310,135,1023,13.196,10310_acc13.2_8a3710204d934f2.png
4983,688,1023,67.253,4983_acc67.3_65459ea271a3405.png
3061,893,1023,87.292,3061_acc87.3_3e32113d0ae3437.png
36,1023,1023,100.000,36_acc100.0_ecf65666e102443.png
550,1018,1023,99.511,550_acc99.5_ff9571ab0da2477.png
1307,997,1023,97.458,1307_acc97.5_e854b86eea02433.png
1766,976,1023,95.406,1766_acc95.4_85e783cf8c6245f.png
2867,907,1023,88.661,2867_acc88.7_c6f398d4da8442f.png
5053,677,1023,66.178,5053_acc66.2_3e4a5b5a9da9437.png
21,1023,1023,100.000,21_acc100.0_1d45508af85549d.png
1642,982,1023,95.992,1642_acc96.0_55c31d219e38441.png
897,1010,1023,98.729,897_acc98.7_af93bb9da071435.png
22,1023,1023,100.000,22_acc100.0_51f36e2b3edc47e.png
1588,984,1023,96.188,1588_acc96.2_873c6ae054b044e.png
3930,807,1023,78.886,3930_acc78.9_ab6d65dd5a8e4ab.png
3595,841,1023,82.209,3595_acc82.2_9922795943504d3.png
4375,760,1023,74.291,4375_acc74.3_b4737bf8ac8e4e8.png
2606,927,1023,90.616,2606_acc90.6_572657e1535d401.png
5296,648,1023,63.343,5296_acc63.3_4f16ebc8a109413.png
1936,967,1023,94.526,1936_acc94.5_b03cbdf98f47419.png
235,1022,1023,99.902,235_acc99.9_7d4434e7b4a7456.png
1095,1004,1023,98.143,1095_acc98.1_586c2a7693e24ea.png
7871,341,1023,33.333,7871_acc33.3_3355228faa994ad.png
1477,990,1023,96.774,1477_acc96.8_58e49f63c0bf4dc.png
1896,969,1023,94.721,1896_acc94.7_12b467e4913c484.png
1094,1004,1023,98.143,1094_acc98.1_da3f9dfdf2fc40c.png
12853,38,1023,3.715,12853_acc3.7_360f9c53bc3e4b4.png
9318,205,1023,20.039,9318_acc20.0_eeb1d97ea91e41f.png
8082,319,1023,31.183,8082_acc31.2_89a28ccfc42e4e0.png
6698,479,1023,46.823,6698_acc46.8_0082fe050cc44c3.png
833,1012,1023,98.925,833_acc98.9_bd7f069e2c40470.png
3355,865,1023,84.555,3355_acc84.6_db368149b501437.png
3470,853,1023,83.382,3470_acc83.4_390279af6051462.png
3240,877,1023,85.728,3240_acc85.7_b58e9f06089e4b4.png
4254,773,1023,75.562,4254_acc75.6_45b162e66d1246b.png
11069,97,1023,9.482,11069_acc9.5_6cce2595b03b498.png
1122,1003,1023,98.045,1122_acc98.0_fa19c98a26f24b1.png
1970,965,1023,94.330,1970_acc94.3_6674fcf8a7754c8.png
3138,886,1023,86.608,3138_acc86.6_2c5d6162d18f401.png
7833,345,1023,33.724,7833_acc33.7_30c2586883fe468.png
5474,629,1023,61.486,5474_acc61.5_f9a9d79e6c724c4.png
5877,577,1023,56.403,5877_acc56.4_6fc48d3a486144c.png
359,1021,1023,99.804,359_acc99.8_183292b7191e400.png
2990,899,1023,87.879,2990_acc87.9_7a118ca22667423.png
830,1012,1023,98.925,830_acc98.9_4992c6634fb644a.png
10072,150,1023,14.663,10072_acc14.7_7ef5a6be424843a.png
496,1019,1023,99.609,496_acc99.6_899e31aacffe493.png
2208,952,1023,93.060,2208_acc93.1_eb134bbebe1c4eb.png
4654,728,1023,71.163,4654_acc71.2_1f252b5bfdb44d0.png
3003,897,1023,87.683,3003_acc87.7_9ad9a6a3093148e.png
13097,33,1023,3.226,13097_acc3.2_f0b18fe94606404.png
2237,950,1023,92.864,2237_acc92.9_6da2cd666fa9431.png
1462,991,1023,96.872,1462_acc96.9_18d8f1b26b98414.png
3587,841,1023,82.209,3587_acc82.2_7f3bf66fd8804fa.png
913,1010,1023,98.729,913_acc98.7_96f29c38bc3d4c7.png
2138,957,1023,93.548,2138_acc93.5_dba1ce9df1f1405.png
6580,493,1023,48.192,6580_acc48.2_eb76766efb95485.png
1510,989,1023,96.676,1510_acc96.7_71b48d765253470.png
1897,969,1023,94.721,1897_acc94.7_ca0c38492310497.png
2170,955,1023,93.353,2170_acc93.4_1bbe4c6bb2744ff.png
11062,98,1023,9.580,11062_acc9.6_c7d5d228f389488.png
8324,296,1023,28.935,8324_acc28.9_9418fe9ee48b4df.png
741,1015,1023,99.218,741_acc99.2_47d7eb7a90b34ad.png
1598,984,1023,96.188,1598_acc96.2_78ef0e267bcd40b.png
275,1022,1023,99.902,275_acc99.9_06d0d7213f3d4f1.png
5997,563,1023,55.034,5997_acc55.0_3b3b5adec487417.png
332,1021,1023,99.804,332_acc99.8_9dcbb9d4990b44e.png
4661,728,1023,71.163,4661_acc71.2_39ac0b2fcf7447e.png
2557,930,1023,90.909,2557_acc90.9_52741b8cdded48b.png
12458,48,1023,4.692,12458_acc4.7_a53bd5b52eea4e8.png
69,1023,1023,100.000,69_acc100.0_38896c1993034ac.png
6296,528,1023,51.613,6296_acc51.6_b35f0a62223542f.png
993,1008,1023,98.534,993_acc98.5_524292a837fb4bf.png
1396,993,1023,97.067,1396_acc97.1_d66434efa79044b.png
3630,837,1023,81.818,3630_acc81.8_fd713ca5e61b462.png
6949,447,1023,43.695,6949_acc43.7_c7405c8da4144e3.png
8866,244,1023,23.851,8866_acc23.9_c11cf334dbbf4ac.png
5629,608,1023,59.433,5629_acc59.4_20a68ef7fdde4a8.png
2521,932,1023,91.105,2521_acc91.1_7ac641d80c2040d.png
4595,734,1023,71.750,4595_acc71.7_2a152cbacd96426.png
3401,860,1023,84.066,3401_acc84.1_8feae3ae4255455.png
1677,981,1023,95.894,1677_acc95.9_d8934eb65c9d404.png
672,1016,1023,99.316,672_acc99.3_8f313b9ab3564aa.png
10415,129,1023,12.610,10415_acc12.6_c8f0fd8896a142d.png
2153,956,1023,93.451,2153_acc93.5_3f3d5f38aa954a4.png
1182,1001,1023,97.849,1182_acc97.8_2400b7cf81984ea.png
1501,989,1023,96.676,1501_acc96.7_9f4d3257e03e46a.png
2902,904,1023,88.368,2902_acc88.4_a1dfa867085f4ec.png
4801,710,1023,69.404,4801_acc69.4_52b8d6acaeb0404.png
560,1018,1023,99.511,560_acc99.5_ffb9936b74e54ba.png
9886,162,1023,15.836,9886_acc15.8_7ea6e2e36e07488.png
10223,141,1023,13.783,10223_acc13.8_b25b247b48cf446.png
2945,902,1023,88.172,2945_acc88.2_b6c36e43d5be45c.png
781,1014,1023,99.120,781_acc99.1_ec25bd86f5b6415.png
6819,464,1023,45.357,6819_acc45.4_285407c99a2d4c3.png
1650,981,1023,95.894,1650_acc95.9_1bea491acfd7422.png
1529,988,1023,96.579,1529_acc96.6_b5f4e3b93923455.png
12522,46,1023,4.497,12522_acc4.5_fca6893d00c94e4.png
2006,963,1023,94.135,2006_acc94.1_5cc0da91189342d.png
17,1023,1023,100.000,17_acc100.0_2d3d424017a64a3.png
10465,126,1023,12.317,10465_acc12.3_76bd9ddca3e242d.png
11537,78,1023,7.625,11537_acc7.6_532c84b98f7d45e.png
726,1015,1023,99.218,726_acc99.2_e72b9059d66a4ec.png
75,1023,1023,100.000,75_acc100.0_07f1600ec0634af.png
4726,719,1023,70.283,4726_acc70.3_59035bb97e31490.png
5834,582,1023,56.891,5834_acc56.9_5083ac87ee464c5.png
7090,432,1023,42.229,7090_acc42.2_8ae24a46309b4da.png
1708,979,1023,95.699,1708_acc95.7_b056e35b7f6a43c.png
