step,path,correct
1,/home/projects/bagon/shared/imagenet512/val/n01737021/ILSVRC2012_val_00024682.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03075370/ILSVRC2012_val_00049248.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n01675722/ILSVRC2012_val_00019007.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n07930864/ILSVRC2012_val_00047825.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02174001/ILSVRC2012_val_00016171.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03085013/ILSVRC2012_val_00000904.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03944341/ILSVRC2012_val_00038474.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04326547/ILSVRC2012_val_00001505.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03124043/ILSVRC2012_val_00007876.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04099969/ILSVRC2012_val_00041134.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04275548/ILSVRC2012_val_00018751.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02119022/ILSVRC2012_val_00012978.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02859443/ILSVRC2012_val_00033948.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02974003/ILSVRC2012_val_00015230.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02814860/ILSVRC2012_val_00006051.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04355933/ILSVRC2012_val_00025934.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02088094/ILSVRC2012_val_00044215.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04254120/ILSVRC2012_val_00022461.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03697007/ILSVRC2012_val_00040182.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04026417/ILSVRC2012_val_00018572.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03146219/ILSVRC2012_val_00028726.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04371430/ILSVRC2012_val_00015591.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03832673/ILSVRC2012_val_00045232.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02094258/ILSVRC2012_val_00031764.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03873416/ILSVRC2012_val_00032248.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02011460/ILSVRC2012_val_00006339.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04532670/ILSVRC2012_val_00044530.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03868242/ILSVRC2012_val_00006162.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04154565/ILSVRC2012_val_00026682.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03710637/ILSVRC2012_val_00007899.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02326432/ILSVRC2012_val_00023041.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03876231/ILSVRC2012_val_00000360.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02091831/ILSVRC2012_val_00009666.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02894605/ILSVRC2012_val_00049092.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n01843383/ILSVRC2012_val_00009974.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02403003/ILSVRC2012_val_00039271.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02123045/ILSVRC2012_val_00033420.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02797295/ILSVRC2012_val_00017834.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03376595/ILSVRC2012_val_00014679.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02113186/ILSVRC2012_val_00001709.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02749479/ILSVRC2012_val_00018213.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02978881/ILSVRC2012_val_00017819.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04371430/ILSVRC2012_val_00041278.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03633091/ILSVRC2012_val_00009892.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n09835506/ILSVRC2012_val_00027923.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02098413/ILSVRC2012_val_00039807.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03347037/ILSVRC2012_val_00012175.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02088466/ILSVRC2012_val_00024046.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02091032/ILSVRC2012_val_00005059.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02971356/ILSVRC2012_val_00028033.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03494278/ILSVRC2012_val_00029729.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03372029/ILSVRC2012_val_00021414.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04118776/ILSVRC2012_val_00046510.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04542943/ILSVRC2012_val_00035737.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03792782/ILSVRC2012_val_00019513.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04133789/ILSVRC2012_val_00046895.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n01498041/ILSVRC2012_val_00008952.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04612504/ILSVRC2012_val_00023020.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04141076/ILSVRC2012_val_00032761.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n01744401/ILSVRC2012_val_00002231.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02097047/ILSVRC2012_val_00009941.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03877472/ILSVRC2012_val_00017868.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04133789/ILSVRC2012_val_00023232.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03938244/ILSVRC2012_val_00011154.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03344393/ILSVRC2012_val_00017413.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02108089/ILSVRC2012_val_00016857.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03325584/ILSVRC2012_val_00007857.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n01582220/ILSVRC2012_val_00016794.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02782093/ILSVRC2012_val_00035294.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n02102480/ILSVRC2012_val_00007971.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03355925/ILSVRC2012_val_00017432.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n01753488/ILSVRC2012_val_00043809.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n01748264/ILSVRC2012_val_00005033.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03065424/ILSVRC2012_val_00018150.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03450230/ILSVRC2012_val_00007147.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03532672/ILSVRC2012_val_00003167.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n04200800/ILSVRC2012_val_00005401.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03895866/ILSVRC2012_val_00024310.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03594734/ILSVRC2012_val_00037472.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03496892/ILSVRC2012_val_00014167.JPEG,0
1,/home/projects/bagon/shared/imagenet512/val/n03935335/ILSVRC2012_val_00003689.JPEG,0
