example_index,path,total_loss_to_correct,universal_difficulty_rank
0,/home/projects/bagon/shared/imagenet512/val/n03676483/ILSVRC2012_val_00009386.JPEG,38.3046875,15193
1,/home/projects/bagon/shared/imagenet512/val/n02389026/ILSVRC2012_val_00042235.JPEG,105.92578125,15194
2,/home/projects/bagon/shared/imagenet512/val/n03207743/ILSVRC2012_val_00030631.JPEG,103.013671875,15196
3,/home/projects/bagon/shared/imagenet512/val/n03133878/ILSVRC2012_val_00031362.JPEG,66.794921875,15198
4,/home/projects/bagon/shared/imagenet512/val/n02325366/ILSVRC2012_val_00000685.JPEG,86.33203125,17042
5,/home/projects/bagon/shared/imagenet512/val/n03535780/ILSVRC2012_val_00045018.JPEG,45.62109375,17379
6,/home/projects/bagon/shared/imagenet512/val/n02074367/ILSVRC2012_val_00049726.JPEG,111.244140625,17490
7,/home/projects/bagon/shared/imagenet512/val/n03649909/ILSVRC2012_val_00043398.JPEG,95.25390625,18535
8,/home/projects/bagon/shared/imagenet512/val/n03761084/ILSVRC2012_val_00007943.JPEG,89.384765625,18552
9,/home/projects/bagon/shared/imagenet512/val/n02056570/ILSVRC2012_val_00039171.JPEG,67.27734375,18642
10,/home/projects/bagon/shared/imagenet512/val/n02027492/ILSVRC2012_val_00048888.JPEG,72.521484375,18651
11,/home/projects/bagon/shared/imagenet512/val/n03837869/ILSVRC2012_val_00048742.JPEG,124.091796875,18838
12,/home/projects/bagon/shared/imagenet512/val/n02930766/ILSVRC2012_val_00005877.JPEG,2.919921875,18931
13,/home/projects/bagon/shared/imagenet512/val/n03492542/ILSVRC2012_val_00010204.JPEG,56.4296875,19019
14,/home/projects/bagon/shared/imagenet512/val/n02264363/ILSVRC2012_val_00044490.JPEG,110.859375,19025
15,/home/projects/bagon/shared/imagenet512/val/n02268443/ILSVRC2012_val_00017556.JPEG,44.6796875,19482
16,/home/projects/bagon/shared/imagenet512/val/n02106662/ILSVRC2012_val_00028009.JPEG,37.1552734375,19703
17,/home/projects/bagon/shared/imagenet512/val/n07880968/ILSVRC2012_val_00011471.JPEG,124.787109375,19805
18,/home/projects/bagon/shared/imagenet512/val/n03527444/ILSVRC2012_val_00049828.JPEG,69.01953125,19886
19,/home/projects/bagon/shared/imagenet512/val/n09229709/ILSVRC2012_val_00022910.JPEG,69.80078125,19978
20,/home/projects/bagon/shared/imagenet512/val/n02672831/ILSVRC2012_val_00021384.JPEG,92.16796875,19990
21,/home/projects/bagon/shared/imagenet512/val/n03314780/ILSVRC2012_val_00024069.JPEG,134.767578125,20365
22,/home/projects/bagon/shared/imagenet512/val/n03961711/ILSVRC2012_val_00030763.JPEG,53.998046875,20375
23,/home/projects/bagon/shared/imagenet512/val/n03127747/ILSVRC2012_val_00044282.JPEG,115.65625,20427
24,/home/projects/bagon/shared/imagenet512/val/n01843383/ILSVRC2012_val_00032158.JPEG,113.263671875,20461
25,/home/projects/bagon/shared/imagenet512/val/n03141823/ILSVRC2012_val_00040888.JPEG,66.30859375,20525
26,/home/projects/bagon/shared/imagenet512/val/n03662601/ILSVRC2012_val_00035374.JPEG,77.783203125,20657
27,/home/projects/bagon/shared/imagenet512/val/n03291819/ILSVRC2012_val_00029928.JPEG,78.310546875,20704
28,/home/projects/bagon/shared/imagenet512/val/n01784675/ILSVRC2012_val_00020046.JPEG,3.04296875,20811
29,/home/projects/bagon/shared/imagenet512/val/n02860847/ILSVRC2012_val_00033253.JPEG,64.857421875,21273
30,/home/projects/bagon/shared/imagenet512/val/n04065272/ILSVRC2012_val_00028509.JPEG,111.8125,21319
31,/home/projects/bagon/shared/imagenet512/val/n02108422/ILSVRC2012_val_00020989.JPEG,97.1328125,21371
32,/home/projects/bagon/shared/imagenet512/val/n03388043/ILSVRC2012_val_00032020.JPEG,53.3359375,21435
33,/home/projects/bagon/shared/imagenet512/val/n01784675/ILSVRC2012_val_00030825.JPEG,101.203125,21753
34,/home/projects/bagon/shared/imagenet512/val/n04125021/ILSVRC2012_val_00024752.JPEG,93.11328125,21770
35,/home/projects/bagon/shared/imagenet512/val/n03467068/ILSVRC2012_val_00047008.JPEG,65.33203125,21797
36,/home/projects/bagon/shared/imagenet512/val/n04371774/ILSVRC2012_val_00048653.JPEG,82.80078125,21918
37,/home/projects/bagon/shared/imagenet512/val/n03424325/ILSVRC2012_val_00015369.JPEG,131.61328125,21967
38,/home/projects/bagon/shared/imagenet512/val/n02102177/ILSVRC2012_val_00006630.JPEG,58.30859375,21976
39,/home/projects/bagon/shared/imagenet512/val/n02099712/ILSVRC2012_val_00046817.JPEG,98.837890625,22011
40,/home/projects/bagon/shared/imagenet512/val/n02105505/ILSVRC2012_val_00007534.JPEG,129.255859375,22336
41,/home/projects/bagon/shared/imagenet512/val/n02037110/ILSVRC2012_val_00000548.JPEG,66.703125,22359
42,/home/projects/bagon/shared/imagenet512/val/n04251144/ILSVRC2012_val_00039532.JPEG,110.458984375,22408
43,/home/projects/bagon/shared/imagenet512/val/n02480495/ILSVRC2012_val_00010576.JPEG,115.533203125,22417
44,/home/projects/bagon/shared/imagenet512/val/n02088094/ILSVRC2012_val_00016722.JPEG,47.619140625,22452
45,/home/projects/bagon/shared/imagenet512/val/n04456115/ILSVRC2012_val_00039596.JPEG,95.458984375,22567
46,/home/projects/bagon/shared/imagenet512/val/n02102177/ILSVRC2012_val_00025493.JPEG,45.482421875,22727
47,/home/projects/bagon/shared/imagenet512/val/n02098413/ILSVRC2012_val_00038403.JPEG,2.009765625,22765
48,/home/projects/bagon/shared/imagenet512/val/n03598930/ILSVRC2012_val_00031067.JPEG,46.05859375,22802
49,/home/projects/bagon/shared/imagenet512/val/n09229709/ILSVRC2012_val_00037848.JPEG,56.966796875,22823
50,/home/projects/bagon/shared/imagenet512/val/n04371774/ILSVRC2012_val_00044683.JPEG,107.80078125,22826
51,/home/projects/bagon/shared/imagenet512/val/n02095570/ILSVRC2012_val_00026738.JPEG,43.060546875,22829
52,/home/projects/bagon/shared/imagenet512/val/n02099849/ILSVRC2012_val_00040639.JPEG,114.552734375,22883
53,/home/projects/bagon/shared/imagenet512/val/n02071294/ILSVRC2012_val_00047523.JPEG,113.1015625,22884
54,/home/projects/bagon/shared/imagenet512/val/n04049303/ILSVRC2012_val_00038346.JPEG,102.404296875,22906
55,/home/projects/bagon/shared/imagenet512/val/n02328150/ILSVRC2012_val_00015153.JPEG,90.244140625,22916
56,/home/projects/bagon/shared/imagenet512/val/n02115641/ILSVRC2012_val_00022330.JPEG,61.53125,22924
57,/home/projects/bagon/shared/imagenet512/val/n01768244/ILSVRC2012_val_00001272.JPEG,59.708984375,22954
58,/home/projects/bagon/shared/imagenet512/val/n02869837/ILSVRC2012_val_00038441.JPEG,36.466796875,22982
59,/home/projects/bagon/shared/imagenet512/val/n02980441/ILSVRC2012_val_00006522.JPEG,94.783203125,23062
60,/home/projects/bagon/shared/imagenet512/val/n02791124/ILSVRC2012_val_00021359.JPEG,72.900390625,23114
61,/home/projects/bagon/shared/imagenet512/val/n01560419/ILSVRC2012_val_00026929.JPEG,103.27734375,23164
62,/home/projects/bagon/shared/imagenet512/val/n03594945/ILSVRC2012_val_00037128.JPEG,89.884765625,23165
63,/home/projects/bagon/shared/imagenet512/val/n03075370/ILSVRC2012_val_00009018.JPEG,65.193359375,23178
64,/home/projects/bagon/shared/imagenet512/val/n02398521/ILSVRC2012_val_00038173.JPEG,53.83203125,23244
65,/home/projects/bagon/shared/imagenet512/val/n02790996/ILSVRC2012_val_00016682.JPEG,100.0703125,23258
66,/home/projects/bagon/shared/imagenet512/val/n04201297/ILSVRC2012_val_00015864.JPEG,59.267578125,23271
67,/home/projects/bagon/shared/imagenet512/val/n02091831/ILSVRC2012_val_00006935.JPEG,22.5078125,23358
68,/home/projects/bagon/shared/imagenet512/val/n02114367/ILSVRC2012_val_00045453.JPEG,73.611328125,23385
69,/home/projects/bagon/shared/imagenet512/val/n02071294/ILSVRC2012_val_00048794.JPEG,105.0390625,23393
70,/home/projects/bagon/shared/imagenet512/val/n02106550/ILSVRC2012_val_00032554.JPEG,87.2265625,23554
71,/home/projects/bagon/shared/imagenet512/val/n02095570/ILSVRC2012_val_00031096.JPEG,102.802734375,23562
72,/home/projects/bagon/shared/imagenet512/val/n02233338/ILSVRC2012_val_00010888.JPEG,138.044921875,23565
73,/home/projects/bagon/shared/imagenet512/val/n04039381/ILSVRC2012_val_00037671.JPEG,106.88671875,23577
74,/home/projects/bagon/shared/imagenet512/val/n04086273/ILSVRC2012_val_00012865.JPEG,68.728515625,23585
75,/home/projects/bagon/shared/imagenet512/val/n04525305/ILSVRC2012_val_00033818.JPEG,105.67578125,23592
76,/home/projects/bagon/shared/imagenet512/val/n02115913/ILSVRC2012_val_00008592.JPEG,43.810546875,23633
77,/home/projects/bagon/shared/imagenet512/val/n03786901/ILSVRC2012_val_00028780.JPEG,52.1328125,23646
78,/home/projects/bagon/shared/imagenet512/val/n02096051/ILSVRC2012_val_00027860.JPEG,57.943359375,23660
79,/home/projects/bagon/shared/imagenet512/val/n02111277/ILSVRC2012_val_00002882.JPEG,63.865234375,23664
80,/home/projects/bagon/shared/imagenet512/val/n04259630/ILSVRC2012_val_00006089.JPEG,54.826171875,23913
81,/home/projects/bagon/shared/imagenet512/val/n04162706/ILSVRC2012_val_00029687.JPEG,53.462890625,23956
82,/home/projects/bagon/shared/imagenet512/val/n02051845/ILSVRC2012_val_00043841.JPEG,90.595703125,23957
83,/home/projects/bagon/shared/imagenet512/val/n03379051/ILSVRC2012_val_00030254.JPEG,96.287109375,23980
84,/home/projects/bagon/shared/imagenet512/val/n04136333/ILSVRC2012_val_00030078.JPEG,83.392578125,23992
85,/home/projects/bagon/shared/imagenet512/val/n02526121/ILSVRC2012_val_00044395.JPEG,83.181640625,23994
86,/home/projects/bagon/shared/imagenet512/val/n02085936/ILSVRC2012_val_00010920.JPEG,56.306640625,24051
87,/home/projects/bagon/shared/imagenet512/val/n02110063/ILSVRC2012_val_00026119.JPEG,41.236328125,24197
