rank,image_path
5746,5746_ILSVRC2012_val_00022639.JPEG
16229,16229_ILSVRC2012_val_00045567.JPEG
18040,18040_ILSVRC2012_val_00018184.JPEG
18086,18086_ILSVRC2012_val_00043469.JPEG
19013,19013_ILSVRC2012_val_00001456.JPEG
19133,19133_ILSVRC2012_val_00023380.JPEG
23247,23247_ILSVRC2012_val_00003188.JPEG
23698,23698_ILSVRC2012_val_00045209.JPEG
25299,25299_ILSVRC2012_val_00024654.JPEG
25570,25570_ILSVRC2012_val_00002615.JPEG
27895,27895_ILSVRC2012_val_00024995.JPEG
27985,27985_ILSVRC2012_val_00000149.JPEG
28930,28930_ILSVRC2012_val_00028176.JPEG
29075,29075_ILSVRC2012_val_00031561.JPEG
29841,29841_ILSVRC2012_val_00021818.JPEG
29937,29937_ILSVRC2012_val_00008016.JPEG
31040,31040_ILSVRC2012_val_00014632.JPEG
31063,31063_ILSVRC2012_val_00036135.JPEG
31417,31417_ILSVRC2012_val_00047621.JPEG
31737,31737_ILSVRC2012_val_00013665.JPEG
31865,31865_ILSVRC2012_val_00025149.JPEG
32011,32011_ILSVRC2012_val_00022547.JPEG
34198,34198_ILSVRC2012_val_00035427.JPEG
35723,35723_ILSVRC2012_val_00009246.JPEG
37107,37107_ILSVRC2012_val_00023343.JPEG
37988,37988_ILSVRC2012_val_00037174.JPEG
39101,39101_ILSVRC2012_val_00000835.JPEG
39470,39470_ILSVRC2012_val_00005409.JPEG
39860,39860_ILSVRC2012_val_00015175.JPEG
39925,39925_ILSVRC2012_val_00034650.JPEG
40781,40781_ILSVRC2012_val_00005211.JPEG
40844,40844_ILSVRC2012_val_00024942.JPEG
41508,41508_ILSVRC2012_val_00001946.JPEG
41930,41930_ILSVRC2012_val_00043726.JPEG
42104,42104_ILSVRC2012_val_00045552.JPEG
44061,44061_ILSVRC2012_val_00040501.JPEG
44437,44437_ILSVRC2012_val_00020304.JPEG
44766,44766_ILSVRC2012_val_00041025.JPEG
44945,44945_ILSVRC2012_val_00049544.JPEG
46750,46750_ILSVRC2012_val_00030007.JPEG
47041,47041_ILSVRC2012_val_00005121.JPEG
47102,47102_ILSVRC2012_val_00030517.JPEG
47833,47833_ILSVRC2012_val_00017688.JPEG
47857,47857_ILSVRC2012_val_00010543.JPEG
48246,48246_ILSVRC2012_val_00043011.JPEG
48571,48571_ILSVRC2012_val_00045283.JPEG
48750,48750_ILSVRC2012_val_00002711.JPEG
48925,48925_ILSVRC2012_val_00032888.JPEG
49178,49178_ILSVRC2012_val_00019032.JPEG
49224,49224_ILSVRC2012_val_00022116.JPEG
