example_index,path,total_steps_to_epsilon,total_loss_sum,final_loss,weight_distance,softmax_wasserstein,grad_mass_wasserstein,universal_difficulty_rank
0,/home/projects/bagon/shared/imagenet512/val/n04344873/ILSVRC2012_val_00015043.JPEG,-1,nan,nan,nan,nan,nan,14505
1,/home/projects/bagon/shared/imagenet512/val/n03630383/ILSVRC2012_val_00030376.JPEG,-1,nan,nan,nan,nan,nan,14508
2,/home/projects/bagon/shared/imagenet512/val/n02096585/ILSVRC2012_val_00010290.JPEG,-1,nan,nan,nan,nan,nan,14517
3,/home/projects/bagon/shared/imagenet512/val/n04462240/ILSVRC2012_val_00018427.JPEG,84,20.930433513247408,0.000992997083812952,1.6208515449254084,0.5436313354452313,0.16702672218366185,14526
4,/home/projects/bagon/shared/imagenet512/val/n01855672/ILSVRC2012_val_00025256.JPEG,6,1792.9159957766533,0.0,22.56959767105364,0.40334279399389,0.7981212163807737,14534
5,/home/projects/bagon/shared/imagenet512/val/n13133613/ILSVRC2012_val_00008325.JPEG,-1,nan,nan,nan,nan,nan,14541
6,/home/projects/bagon/shared/imagenet512/val/n01855032/ILSVRC2012_val_00014478.JPEG,-1,nan,nan,nan,nan,nan,14542
7,/home/projects/bagon/shared/imagenet512/val/n04049303/ILSVRC2012_val_00016933.JPEG,-1,nan,nan,nan,nan,nan,16697
8,/home/projects/bagon/shared/imagenet512/val/n01829413/ILSVRC2012_val_00036988.JPEG,26,0.3550835681380704,0.0009974034037441015,0.042518511360641546,0.19443041320928953,0.14434832848445828,16702
9,/home/projects/bagon/shared/imagenet512/val/n02088364/ILSVRC2012_val_00028602.JPEG,-1,nan,nan,nan,nan,nan,17086
10,/home/projects/bagon/shared/imagenet512/val/n03680355/ILSVRC2012_val_00047129.JPEG,141,0.6295169754885137,0.0009970461251214147,0.05913599146338114,0.1757327570154403,0.1272618533102177,17175
11,/home/projects/bagon/shared/imagenet512/val/n04310018/ILSVRC2012_val_00038189.JPEG,-1,nan,nan,nan,nan,nan,17393
12,/home/projects/bagon/shared/imagenet512/val/n03777754/ILSVRC2012_val_00040023.JPEG,6,1334.4812564849854,0.0,118.38276815622376,0.9154288655625381,0.8287982493864856,17694
13,/home/projects/bagon/shared/imagenet512/val/n03733281/ILSVRC2012_val_00013018.JPEG,9,1153.4384389668703,0.0,18.11990681161896,0.19228055059444576,0.8970159816066401,18285
14,/home/projects/bagon/shared/imagenet512/val/n01833805/ILSVRC2012_val_00023796.JPEG,-1,nan,nan,nan,nan,nan,18318
15,/home/projects/bagon/shared/imagenet512/val/n01768244/ILSVRC2012_val_00016629.JPEG,-1,nan,nan,nan,nan,nan,18451
16,/home/projects/bagon/shared/imagenet512/val/n04347754/ILSVRC2012_val_00034762.JPEG,-1,nan,nan,nan,nan,nan,18478
17,/home/projects/bagon/shared/imagenet512/val/n03662601/ILSVRC2012_val_00023517.JPEG,8,8883.394451141357,0.0,509.06569341912433,0.9913278537808107,0.8015967106969147,18575
18,/home/projects/bagon/shared/imagenet512/val/n01443537/ILSVRC2012_val_00000262.JPEG,-1,nan,nan,nan,nan,nan,18661
19,/home/projects/bagon/shared/imagenet512/val/n03857828/ILSVRC2012_val_00024243.JPEG,-1,nan,nan,nan,nan,nan,19370
20,/home/projects/bagon/shared/imagenet512/val/n04265275/ILSVRC2012_val_00009031.JPEG,5,901.6963611841202,0.0,833.2164118310941,0.5618571027418828,0.8481680304646783,19416
21,/home/projects/bagon/shared/imagenet512/val/n04418357/ILSVRC2012_val_00021503.JPEG,-1,nan,nan,nan,nan,nan,19445
22,/home/projects/bagon/shared/imagenet512/val/n01748264/ILSVRC2012_val_00006800.JPEG,-1,nan,nan,nan,nan,nan,19587
23,/home/projects/bagon/shared/imagenet512/val/n02487347/ILSVRC2012_val_00000095.JPEG,356,17.024164915201254,0.0009982370538637042,0.2515367646133654,0.6151338477117534,0.11551896886780064,19605
24,/home/projects/bagon/shared/imagenet512/val/n02219486/ILSVRC2012_val_00029660.JPEG,234,15.092477672849782,0.0009969270322471857,0.356353980273025,0.6398832532570314,0.2893939266238534,19664
25,/home/projects/bagon/shared/imagenet512/val/n03794056/ILSVRC2012_val_00023974.JPEG,-1,nan,nan,nan,nan,nan,19744
26,/home/projects/bagon/shared/imagenet512/val/n12620546/ILSVRC2012_val_00045034.JPEG,-1,nan,nan,nan,nan,nan,19830
27,/home/projects/bagon/shared/imagenet512/val/n02980441/ILSVRC2012_val_00006355.JPEG,-1,nan,nan,nan,nan,nan,20337
28,/home/projects/bagon/shared/imagenet512/val/n03443371/ILSVRC2012_val_00018786.JPEG,5,268.5649725496769,0.0,40.01169828782532,0.30676397596936916,0.8410308982738154,20661
29,/home/projects/bagon/shared/imagenet512/val/n02013706/ILSVRC2012_val_00040933.JPEG,6,1665.7367451190948,0.0,45.80215082789578,0.902797106799405,0.847143951629188,20706
