rank,num_true,num_models,acc_percent,image_path
3437,857,1023,83.773,3437_acc83.8_8ffc1bc16ec445f.png
4457,751,1023,73.412,4457_acc73.4_2989d79ab71f4ed.png
2249,950,1023,92.864,2249_acc92.9_fb92f6d880dc45f.png
961,1009,1023,98.631,961_acc98.6_febc379207664ba.png
2027,963,1023,94.135,2027_acc94.1_3b3089283d7546c.png
12074,60,1023,5.865,12074_acc5.9_83c3c793e17f428.png
2331,945,1023,92.375,2331_acc92.4_b41b6d29d4c8425.png
6190,543,1023,53.079,6190_acc53.1_2cbc9e635525413.png
14711,9,1023,0.880,14711_acc0.9_9ba1f074ad574a1.png
12322,52,1023,5.083,12322_acc5.1_32daef3e28b94d7.png
17126,0,1023,0.000,17126_acc0.0_8143dd22e4c6430.png
16459,1,1023,0.098,16459_acc0.1_b08809a3589c43a.png
9459,193,1023,18.866,9459_acc18.9_26480c8f6e424dc.png
730,1015,1023,99.218,730_acc99.2_5b4352b8826c421.png
2022,963,1023,94.135,2022_acc94.1_f99e71a0b98947a.png
1770,976,1023,95.406,1770_acc95.4_d46a65972bcd47d.png
11191,92,1023,8.993,11191_acc9.0_3862b3d496c2439.png
5377,639,1023,62.463,5377_acc62.5_bcd9970399da45e.png
2920,903,1023,88.270,2920_acc88.3_709178910f124ac.png
177,1023,1023,100.000,177_acc100.0_070506e6bbc546c.png
3701,831,1023,81.232,3701_acc81.2_09b75ade315548e.png
5971,567,1023,55.425,5971_acc55.4_54ad232e13f2478.png
13202,30,1023,2.933,13202_acc2.9_486b202f8e224b2.png
10509,125,1023,12.219,10509_acc12.2_e9e3d9102ac246e.png
5351,642,1023,62.757,5351_acc62.8_9bdf9e177a16431.png
1633,982,1023,95.992,1633_acc96.0_0d3878735b14499.png
2522,932,1023,91.105,2522_acc91.1_1887ba314531481.png
1303,997,1023,97.458,1303_acc97.5_e81155b08806441.png
2924,903,1023,88.270,2924_acc88.3_9541b652a22b44a.png
12539,46,1023,4.497,12539_acc4.5_ade62f6511a5479.png
8997,231,1023,22.581,8997_acc22.6_29e46b6e5491440.png
3264,874,1023,85.435,3264_acc85.4_77bbb398e1d5416.png
5739,594,1023,58.065,5739_acc58.1_402996e6aa9f41c.png
11968,63,1023,6.158,11968_acc6.2_8afe7abb02ce43e.png
9099,222,1023,21.701,9099_acc21.7_232f16ecfb074d2.png
8756,254,1023,24.829,8756_acc24.8_7308a271e9f14ae.png
14040,16,1023,1.564,14040_acc1.6_647eb9831540486.png
3071,892,1023,87.195,3071_acc87.2_73c3348cb6d74e9.png
5461,630,1023,61.584,5461_acc61.6_3d119d683e14472.png
324,1022,1023,99.902,324_acc99.9_840d4eb238fb432.png
5409,636,1023,62.170,5409_acc62.2_023d4d99220746a.png
4435,754,1023,73.705,4435_acc73.7_b49243f3dba6419.png
11721,71,1023,6.940,11721_acc6.9_9e3e4799d8c04dc.png
13106,33,1023,3.226,13106_acc3.2_07ccb6f637814d5.png
1420,993,1023,97.067,1420_acc97.1_9d0962d4cd474c5.png
3193,882,1023,86.217,3193_acc86.2_9ae8557884c7409.png
9437,194,1023,18.964,9437_acc19.0_4c7a9be3d7b242e.png
2576,929,1023,90.811,2576_acc90.8_26e66471b25e44a.png
5226,657,1023,64.223,5226_acc64.2_1367b227b7b74a8.png
5620,609,1023,59.531,5620_acc59.5_e9263a329b45441.png
14068,16,1023,1.564,14068_acc1.6_d6312a88f39242e.png
13295,29,1023,2.835,13295_acc2.8_aeac2d55d1204b0.png
9916,160,1023,15.640,9916_acc15.6_209870d6d0414bb.png
3894,810,1023,79.179,3894_acc79.2_911a9814c141411.png
2288,947,1023,92.571,2288_acc92.6_21dc43a6c661402.png
3903,809,1023,79.081,3903_acc79.1_473c23e8ac30490.png
1888,970,1023,94.819,1888_acc94.8_d9c9f535ad2c481.png
16095,1,1023,0.098,16095_acc0.1_37606a9ef637448.png
5893,576,1023,56.305,5893_acc56.3_982cb0ec89324b1.png
4998,686,1023,67.058,4998_acc67.1_71b4753f4ef54e1.png
12600,44,1023,4.301,12600_acc4.3_d9793c4df27e44e.png
2715,919,1023,89.834,2715_acc89.8_47dcd367a5c64f1.png
6674,481,1023,47.019,6674_acc47.0_996e0ead0d9c474.png
5800,586,1023,57.283,5800_acc57.3_25a5ab79f82e415.png
2066,961,1023,93.939,2066_acc93.9_22d4cbb734ba482.png
3455,855,1023,83.578,3455_acc83.6_85321f1f0a9b4e4.png
12841,38,1023,3.715,12841_acc3.7_5ff20740124d438.png
8149,313,1023,30.596,8149_acc30.6_7f7c703ae0294b7.png
3255,875,1023,85.533,3255_acc85.5_f822133f7adc4e4.png
16038,2,1023,0.196,16038_acc0.2_6e75b94118bf495.png
10187,144,1023,14.076,10187_acc14.1_335c80d8b3d5475.png
2198,953,1023,93.157,2198_acc93.2_8502adfb884d472.png
7172,422,1023,41.251,7172_acc41.3_59ac2a5676b04dc.png
15726,3,1023,0.293,15726_acc0.3_94cd20e22d3e49a.png
2537,931,1023,91.007,2537_acc91.0_ddd055965860432.png
12872,37,1023,3.617,12872_acc3.6_be19656d823a498.png
12154,57,1023,5.572,12154_acc5.6_d2efe284c79e4c7.png
2873,907,1023,88.661,2873_acc88.7_3ced750ccc354db.png
1573,986,1023,96.383,1573_acc96.4_192e946630ab438.png
694,1016,1023,99.316,694_acc99.3_ace292b9d043494.png
7618,369,1023,36.070,7618_acc36.1_899726ae2c0a403.png
6036,559,1023,54.643,6036_acc54.6_f035c01b77c8483.png
7163,424,1023,41.447,7163_acc41.4_e5a63dc749cd446.png
2832,910,1023,88.954,2832_acc89.0_951b62fe73a645f.png
18498,0,1023,0.000,18498_acc0.0_ce032de61ede4dc.png
1587,984,1023,96.188,1587_acc96.2_ff5a398aeea6459.png
6102,552,1023,53.959,6102_acc54.0_2187e0b2ee64419.png
3258,875,1023,85.533,3258_acc85.5_3bdcf1c89417448.png
2660,923,1023,90.225,2660_acc90.2_4d4677297aa0457.png
15845,2,1023,0.196,15845_acc0.2_ff560820c7a948d.png
14815,8,1023,0.782,14815_acc0.8_00f4d774a2244f1.png
12406,50,1023,4.888,12406_acc4.9_4cc463897a1f424.png
16456,1,1023,0.098,16456_acc0.1_685593ef7a85415.png
4221,777,1023,75.953,4221_acc76.0_dbb5c22f2fa546c.png
7335,402,1023,39.296,7335_acc39.3_c3c63565c78a484.png
17338,0,1023,0.000,17338_acc0.0_7de5881756e649d.png
16726,0,1023,0.000,16726_acc0.0_5ded6a78c6c0424.png
14948,7,1023,0.684,14948_acc0.7_b1522583c2c944c.png
10641,118,1023,11.535,10641_acc11.5_639f86cc61b5480.png
6284,529,1023,51.711,6284_acc51.7_43e0920601284cb.png
8364,292,1023,28.543,8364_acc28.5_ecb1470a88ef49e.png
3405,860,1023,84.066,3405_acc84.1_e3c84ee7dde4452.png
6799,467,1023,45.650,6799_acc45.7_4a9291dd9ff74bc.png
10436,128,1023,12.512,10436_acc12.5_e7895d67fb3d41c.png
8289,300,1023,29.326,8289_acc29.3_083b44d6e0ae4f7.png
11622,75,1023,7.331,11622_acc7.3_54b2f085462c4b3.png
16510,1,1023,0.098,16510_acc0.1_6efac15c905c4e0.png
5942,570,1023,55.718,5942_acc55.7_fa1831f4917a4a7.png
4351,762,1023,74.487,4351_acc74.5_275a4eb2480a4a1.png
307,1022,1023,99.902,307_acc99.9_48022bf18bc3459.png
6884,456,1023,44.575,6884_acc44.6_329b0edeeea04ba.png
5142,668,1023,65.298,5142_acc65.3_858041b3ae854c4.png
8702,259,1023,25.318,8702_acc25.3_a78dc92c255246a.png
8630,266,1023,26.002,8630_acc26.0_3142e29501d1471.png
868,1011,1023,98.827,868_acc98.8_af1d97849012402.png
8325,296,1023,28.935,8325_acc28.9_984d378fdd6c46c.png
9707,175,1023,17.107,9707_acc17.1_92c569d4de4a449.png
9883,162,1023,15.836,9883_acc15.8_bd2bc76c05cb4f1.png
16399,1,1023,0.098,16399_acc0.1_b5fd7c8563784b0.png
2626,926,1023,90.518,2626_acc90.5_7fe4385baba5458.png
13703,21,1023,2.053,13703_acc2.1_30a6e92cf796407.png
13419,26,1023,2.542,13419_acc2.5_479a4f909a5b4a1.png
1081,1005,1023,98.240,1081_acc98.2_afe690a03289436.png
6033,559,1023,54.643,6033_acc54.6_38c4cf0545a041b.png
8588,270,1023,26.393,8588_acc26.4_90944b9bd25a4ec.png
873,1011,1023,98.827,873_acc98.8_55de1ba3b49f420.png
8480,280,1023,27.370,8480_acc27.4_08f9ae60148c42f.png
6345,523,1023,51.124,6345_acc51.1_8c235880df2d47e.png
13607,23,1023,2.248,13607_acc2.2_789afe1ae2e1441.png
5393,638,1023,62.366,5393_acc62.4_2efad91e2d5c42d.png
1200,1001,1023,97.849,1200_acc97.8_f119484b086d475.png
2791,913,1023,89.247,2791_acc89.2_2e7702212a58475.png
2592,928,1023,90.714,2592_acc90.7_7f4bb18e4342416.png
6644,484,1023,47.312,6644_acc47.3_b6e236613530425.png
9314,206,1023,20.137,9314_acc20.1_5e874aa0ca974df.png
3211,880,1023,86.022,3211_acc86.0_d4284a2fbe794a8.png
8960,235,1023,22.972,8960_acc23.0_ff769383c806433.png
5861,580,1023,56.696,5861_acc56.7_96935827463b47f.png
3813,819,1023,80.059,3813_acc80.1_647e65a42fdd488.png
15957,2,1023,0.196,15957_acc0.2_b89d7c8344cd4d1.png
3561,843,1023,82.405,3561_acc82.4_1286083a975645f.png
881,1011,1023,98.827,881_acc98.8_2ccf034292824f6.png
384,1021,1023,99.804,384_acc99.8_d47c419bfff64b1.png
