rank,num_true,num_models,acc_percent,image_path
10189,144,1023,14.076,10189_acc14.1_febe4f27628b45f.png
10657,117,1023,11.437,10657_acc11.4_d3921e806d1a4f4.png
7237,414,1023,40.469,7237_acc40.5_16e7564194774d4.png
1525,988,1023,96.579,1525_acc96.6_971f77378505448.png
5692,599,1023,58.553,5692_acc58.6_602d5d9980e346e.png
8596,269,1023,26.295,8596_acc26.3_a974f543ca794cd.png
13619,23,1023,2.248,13619_acc2.2_3fec44b79441439.png
10299,136,1023,13.294,10299_acc13.3_0cbbe70eb6944b2.png
17114,0,1023,0.000,17114_acc0.0_2abf1444a36d47e.png
7837,345,1023,33.724,7837_acc33.7_2e8375f3f16c4e9.png
5785,588,1023,57.478,5785_acc57.5_d6d136d249ee40d.png
3730,828,1023,80.938,3730_acc80.9_d0eb8a0aaa62458.png
2291,947,1023,92.571,2291_acc92.6_c1dfcbb118c74fa.png
11133,94,1023,9.189,11133_acc9.2_e282a5aa0e48482.png
12661,43,1023,4.203,12661_acc4.2_af5d586c8f7445c.png
4880,701,1023,68.524,4880_acc68.5_36637a2896504f4.png
4973,689,1023,67.351,4973_acc67.4_b7c8a2d7087f4a9.png
2284,947,1023,92.571,2284_acc92.6_2f0638f1119b480.png
11082,97,1023,9.482,11082_acc9.5_5c9ee8c3369b4f3.png
8006,327,1023,31.965,8006_acc32.0_f5ff1177b5c9488.png
16971,0,1023,0.000,16971_acc0.0_3924d1d31bc74a7.png
6853,459,1023,44.868,6853_acc44.9_5fee0c9bac10452.png
9933,159,1023,15.543,9933_acc15.5_4683d0ac1090458.png
7173,422,1023,41.251,7173_acc41.3_1df806f72efe435.png
8079,319,1023,31.183,8079_acc31.2_d715be8e3afc4a0.png
6010,561,1023,54.839,6010_acc54.8_a5ed8fc03d314ad.png
6773,471,1023,46.041,6773_acc46.0_7b1caba4f3134c3.png
14837,8,1023,0.782,14837_acc0.8_11ca2963bdb74d8.png
7553,378,1023,36.950,7553_acc37.0_f172e0827e064fe.png
14880,7,1023,0.684,14880_acc0.7_92b30a7d6771445.png
15456,4,1023,0.391,15456_acc0.4_8cb3fe504b694ca.png
5087,673,1023,65.787,5087_acc65.8_4f909e2ff6f1404.png
15324,4,1023,0.391,15324_acc0.4_ea3d66c835fa41d.png
6194,542,1023,52.981,6194_acc53.0_325096a4dbd74db.png
1810,974,1023,95.210,1810_acc95.2_b8db84dc546140d.png
3429,857,1023,83.773,3429_acc83.8_77d0c714f0b6471.png
10640,118,1023,11.535,10640_acc11.5_7ebcee34c0a2416.png
3065,893,1023,87.292,3065_acc87.3_032df60ba60d478.png
8419,286,1023,27.957,8419_acc28.0_febb6660566f44d.png
14220,14,1023,1.369,14220_acc1.4_b259ea68ee90434.png
7674,361,1023,35.288,7674_acc35.3_a82e113c1c4b47a.png
14702,9,1023,0.880,14702_acc0.9_5ff33f95c58b41a.png
7926,335,1023,32.747,7926_acc32.7_c24e8740acd7431.png
3614,839,1023,82.014,3614_acc82.0_c14a0773a219411.png
4383,759,1023,74.194,4383_acc74.2_e399c23df1ee413.png
2566,930,1023,90.909,2566_acc90.9_2e1a07a7e2ce461.png
10421,129,1023,12.610,10421_acc12.6_f16b56f1568a4aa.png
4597,734,1023,71.750,4597_acc71.7_46f67d160801417.png
6696,479,1023,46.823,6696_acc46.8_e0f0b3e6cb794f3.png
12355,51,1023,4.985,12355_acc5.0_a2802396e0d5469.png
7266,410,1023,40.078,7266_acc40.1_f55465f4034d4a7.png
2837,910,1023,88.954,2837_acc89.0_fe85d32325b140c.png
15242,5,1023,0.489,15242_acc0.5_52d400ca27d7496.png
12724,41,1023,4.008,12724_acc4.0_ca9b930f8e9149b.png
2483,934,1023,91.300,2483_acc91.3_2b9a50af45c848f.png
10004,155,1023,15.152,10004_acc15.2_ce8241673e404cd.png
6099,552,1023,53.959,6099_acc54.0_b1d080d27f16439.png
12284,53,1023,5.181,12284_acc5.2_d4b9f5a1b0184e9.png
8727,257,1023,25.122,8727_acc25.1_bbc415843ea54bc.png
9527,187,1023,18.280,9527_acc18.3_752c9ae265ae46c.png
15932,2,1023,0.196,15932_acc0.2_cef83593b9c14a1.png
12286,53,1023,5.181,12286_acc5.2_ebc6a3f1d2ec4e0.png
8372,291,1023,28.446,8372_acc28.4_9ed42b9d84d0410.png
9565,185,1023,18.084,9565_acc18.1_6a341e53643c47a.png
805,1013,1023,99.022,805_acc99.0_219b006e8d80403.png
13307,28,1023,2.737,13307_acc2.7_73f31ebbd09b453.png
1656,981,1023,95.894,1656_acc95.9_1df3f357fd17403.png
3542,844,1023,82.502,3542_acc82.5_c141c72c7bbf4c7.png
14121,15,1023,1.466,14121_acc1.5_7f13dd5c9ced442.png
15396,4,1023,0.391,15396_acc0.4_a8f48a2e8b9a457.png
8626,266,1023,26.002,8626_acc26.0_081d57cc6bb54e4.png
4985,688,1023,67.253,4985_acc67.3_d6ea8da5fe30400.png
8711,258,1023,25.220,8711_acc25.2_5d4a5e2cd9e04b3.png
14107,15,1023,1.466,14107_acc1.5_204a4e06064e40c.png
5569,616,1023,60.215,5569_acc60.2_50f63629d2ee44c.png
3275,872,1023,85.239,3275_acc85.2_6ca0c95c2d45449.png
13353,28,1023,2.737,13353_acc2.7_d902a9e51f0a42d.png
11009,100,1023,9.775,11009_acc9.8_7d38b56ccbdb48f.png
1197,1001,1023,97.849,1197_acc97.8_bdcaebe54da8495.png
7007,440,1023,43.011,7007_acc43.0_85640ba59d1140a.png
10183,144,1023,14.076,10183_acc14.1_37eeab99d1ad4bd.png
6775,471,1023,46.041,6775_acc46.0_4957f505878c490.png
4883,701,1023,68.524,4883_acc68.5_2279faba665e471.png
10601,119,1023,11.632,10601_acc11.6_e7b98ee3fe08446.png
15799,2,1023,0.196,15799_acc0.2_e55e2eb5795b4e3.png
3767,824,1023,80.547,3767_acc80.5_cc8a97cc4317474.png
12387,50,1023,4.888,12387_acc4.9_047f12d57dfa497.png
11891,65,1023,6.354,11891_acc6.4_9f7bb9346333493.png
14573,10,1023,0.978,14573_acc1.0_53c5b58e3be841d.png
5426,634,1023,61.975,5426_acc62.0_15277093506043f.png
16828,0,1023,0.000,16828_acc0.0_5a05fe745403490.png
16841,0,1023,0.000,16841_acc0.0_e54061876ddb4b0.png
18233,0,1023,0.000,18233_acc0.0_df22a32465bf405.png
6769,471,1023,46.041,6769_acc46.0_229336a7917c435.png
