rank,num_true,num_models,acc_percent,image_path
3700,831,1023,81.232,3700_acc81.2_a84ddbe6704f40f.png
5940,570,1023,55.718,5940_acc55.7_e9a28bcef29b418.png
14698,9,1023,0.880,14698_acc0.9_95191ae3134b4f6.png
5958,568,1023,55.523,5958_acc55.5_9f341cb9abfe458.png
5821,583,1023,56.989,5821_acc57.0_76fd2e4cadd144e.png
7230,415,1023,40.567,7230_acc40.6_6dc7bf3f5851437.png
7879,340,1023,33.236,7879_acc33.2_fa5b58980b9941d.png
5312,647,1023,63.245,5312_acc63.2_b3bd07fb3a35424.png
17087,0,1023,0.000,17087_acc0.0_f4a4c57a8ba349d.png
11093,96,1023,9.384,11093_acc9.4_5735a38efbd345b.png
4397,757,1023,73.998,4397_acc74.0_e5f616c902a548a.png
17864,0,1023,0.000,17864_acc0.0_2631b4d585c34ab.png
7980,330,1023,32.258,7980_acc32.3_c521388c18b7432.png
1485,990,1023,96.774,1485_acc96.8_aa610fe60bdd41a.png
10916,104,1023,10.166,10916_acc10.2_e7b65301679d43d.png
6909,452,1023,44.184,6909_acc44.2_f0ddab20de0d40f.png
2338,944,1023,92.278,2338_acc92.3_7a767491f53d4d3.png
7821,346,1023,33.822,7821_acc33.8_4ad6b3bd3c3e46a.png
1593,984,1023,96.188,1593_acc96.2_4bfb6de2c7bc421.png
5194,660,1023,64.516,5194_acc64.5_8d1730af82ff4ea.png
7395,396,1023,38.710,7395_acc38.7_84c1f959d95d477.png
5789,587,1023,57.380,5789_acc57.4_0d976fd2c8d64f7.png
6700,479,1023,46.823,6700_acc46.8_e5ceaecdd77b40b.png
5005,685,1023,66.960,5005_acc67.0_3668eddf3b8a4aa.png
10990,101,1023,9.873,10990_acc9.9_5ed3c3aa19ff4e7.png
6136,548,1023,53.568,6136_acc53.6_7d16f52b977c45d.png
10665,116,1023,11.339,10665_acc11.3_193cb93880d3417.png
1161,1002,1023,97.947,1161_acc97.9_2279196daba74f4.png
278,1022,1023,99.902,278_acc99.9_33672ae14e1a466.png
3493,851,1023,83.187,3493_acc83.2_b3b1a883c35a4af.png
2731,917,1023,89.638,2731_acc89.6_72d4e6f3c3c6439.png
9030,228,1023,22.287,9030_acc22.3_15cc0cdf7682441.png
2386,940,1023,91.887,2386_acc91.9_1f2a73383594429.png
5218,658,1023,64.321,5218_acc64.3_0ef057ebe017489.png
14653,9,1023,0.880,14653_acc0.9_a39fcb6a7241429.png
10477,126,1023,12.317,10477_acc12.3_312812898d4b404.png
5287,650,1023,63.539,5287_acc63.5_18f9972580654ba.png
8168,310,1023,30.303,8168_acc30.3_b6e219f760b2400.png
13636,22,1023,2.151,13636_acc2.2_3cb413dacd14475.png
7063,435,1023,42.522,7063_acc42.5_c050eec3d728446.png
10678,115,1023,11.241,10678_acc11.2_d3ac5de645404c5.png
4839,706,1023,69.013,4839_acc69.0_dac91b04710a4b9.png
8391,289,1023,28.250,8391_acc28.3_9af709823d2640e.png
7817,347,1023,33.920,7817_acc33.9_685a22d137fe4c2.png
14673,9,1023,0.880,14673_acc0.9_c355e5ad103449c.png
8647,264,1023,25.806,8647_acc25.8_8e21b914b5664bb.png
2799,912,1023,89.150,2799_acc89.1_0e942ed30dad402.png
16062,2,1023,0.196,16062_acc0.2_b8cb2d5ab0ec4b4.png
12353,51,1023,4.985,12353_acc5.0_b09e3c8ae244486.png
5025,682,1023,66.667,5025_acc66.7_c4100e7d7fb149d.png
15702,3,1023,0.293,15702_acc0.3_8d3c22a055784ae.png
16313,1,1023,0.098,16313_acc0.1_8d4e13210dbd423.png
1776,976,1023,95.406,1776_acc95.4_6d9a4d044639450.png
10270,137,1023,13.392,10270_acc13.4_3a9e972f553a495.png
4091,790,1023,77.224,4091_acc77.2_c3d5f38c636b400.png
7763,352,1023,34.409,7763_acc34.4_8a8f4e7665384a6.png
5672,601,1023,58.749,5672_acc58.7_72e58aae7f61439.png
3150,885,1023,86.510,3150_acc86.5_c52ff6f5e3544e1.png
10575,120,1023,11.730,10575_acc11.7_9620f77c9695442.png
1702,979,1023,95.699,1702_acc95.7_68241ed2b6e5468.png
7233,415,1023,40.567,7233_acc40.6_86e2e7480085430.png
1615,983,1023,96.090,1615_acc96.1_42de32338c5f418.png
13635,22,1023,2.151,13635_acc2.2_db4dc490ff8f49f.png
1104,1004,1023,98.143,1104_acc98.1_32c642d9804f48e.png
10017,153,1023,14.956,10017_acc15.0_e7efc829d4014d4.png
10134,146,1023,14.272,10134_acc14.3_04b05c94ab5b47e.png
3443,856,1023,83.675,3443_acc83.7_90d2d3ee8acd476.png
9043,226,1023,22.092,9043_acc22.1_eb354edb607d41c.png
4889,700,1023,68.426,4889_acc68.4_43e7437aa36b41a.png
1994,964,1023,94.233,1994_acc94.2_36ce5b721fb6448.png
2348,943,1023,92.180,2348_acc92.2_733491b030224d0.png
11049,98,1023,9.580,11049_acc9.6_3ec0850ac0d442f.png
3883,812,1023,79.374,3883_acc79.4_12cf2121854b4a9.png
9298,206,1023,20.137,9298_acc20.1_aaa883c741b74b2.png
10689,115,1023,11.241,10689_acc11.2_c56271b48e864c4.png
4706,722,1023,70.577,4706_acc70.6_48eff2faf00c428.png
5905,574,1023,56.109,5905_acc56.1_4f44fea9baf4400.png
2372,941,1023,91.984,2372_acc92.0_eecc3d8ce1484dd.png
11291,88,1023,8.602,11291_acc8.6_8067636f4ff74f8.png
5350,643,1023,62.854,5350_acc62.9_111fd61623c44fc.png
3698,831,1023,81.232,3698_acc81.2_d712ae078f8945b.png
4514,744,1023,72.727,4514_acc72.7_b7e6366066bc4b3.png
7537,379,1023,37.048,7537_acc37.0_ab96d5f811ec442.png
2001,963,1023,94.135,2001_acc94.1_fd4f542558af4d3.png
8666,262,1023,25.611,8666_acc25.6_23695fca4ad54d6.png
6072,554,1023,54.154,6072_acc54.2_817d800a381c44e.png
2508,933,1023,91.202,2508_acc91.2_6205b1f8a9604ae.png
5521,622,1023,60.802,5521_acc60.8_712e2de26e354cf.png
10444,127,1023,12.414,10444_acc12.4_35efb77cc97a434.png
4887,700,1023,68.426,4887_acc68.4_069431e05fcd499.png
5140,668,1023,65.298,5140_acc65.3_66c844f161f24ff.png
10450,127,1023,12.414,10450_acc12.4_9aa6453ca2a44ef.png
1868,971,1023,94.917,1868_acc94.9_dac8852d3431440.png
10352,132,1023,12.903,10352_acc12.9_66c1cfe88f5c47e.png
2670,922,1023,90.127,2670_acc90.1_cd37d58ac4ef4bf.png
4220,777,1023,75.953,4220_acc76.0_9bb0f8bd465e403.png
11096,96,1023,9.384,11096_acc9.4_f1b856eb1a6c48b.png
9336,204,1023,19.941,9336_acc19.9_a6ad3478d128405.png
6110,551,1023,53.861,6110_acc53.9_ce3aad825efd4df.png
2278,947,1023,92.571,2278_acc92.6_e5056adc48aa474.png
4588,735,1023,71.848,4588_acc71.8_cbd722e2c16f45b.png
6034,559,1023,54.643,6034_acc54.6_5dd0acecd43448f.png
8882,242,1023,23.656,8882_acc23.7_5c7b349be57c401.png
17693,0,1023,0.000,17693_acc0.0_54907c9febd6490.png
11465,80,1023,7.820,11465_acc7.8_9b30574df54840d.png
2464,935,1023,91.398,2464_acc91.4_4ce2f60b3889411.png
3985,802,1023,78.397,3985_acc78.4_f20494ecb9bb453.png
1725,978,1023,95.601,1725_acc95.6_e41c6b8d45274c0.png
11165,93,1023,9.091,11165_acc9.1_dda3820b010c499.png
9576,184,1023,17.986,9576_acc18.0_56fb196bc298436.png
10769,111,1023,10.850,10769_acc10.9_af630b4c4d9340e.png
5927,572,1023,55.914,5927_acc55.9_88d6f2ea32244dd.png
4347,762,1023,74.487,4347_acc74.5_2b87db64940a4d3.png
3657,835,1023,81.623,3657_acc81.6_f99c6dfedcae4b4.png
8077,319,1023,31.183,8077_acc31.2_091195fb9bd2435.png
1674,981,1023,95.894,1674_acc95.9_4657c6c8fc2941e.png
2780,913,1023,89.247,2780_acc89.2_77f73aa341a047d.png
17478,0,1023,0.000,17478_acc0.0_cebb1c59ef7147e.png
2801,912,1023,89.150,2801_acc89.1_c940d8ec68aa44b.png
623,1017,1023,99.413,623_acc99.4_0077a5cd228e434.png
1390,994,1023,97.165,1390_acc97.2_9a90c6349f2d40c.png
13396,27,1023,2.639,13396_acc2.6_b68e2839da4c4a6.png
12967,35,1023,3.421,12967_acc3.4_e8b27e4ae7604bc.png
3257,875,1023,85.533,3257_acc85.5_c5e824d9e18d496.png
1154,1002,1023,97.947,1154_acc97.9_101292a7703b43a.png
4291,769,1023,75.171,4291_acc75.2_ae03bba2ecb1480.png
2514,932,1023,91.105,2514_acc91.1_7d7eac690af043b.png
3175,883,1023,86.315,3175_acc86.3_7428983618d2406.png
2627,926,1023,90.518,2627_acc90.5_30e354746dff445.png
7315,404,1023,39.492,7315_acc39.5_e6c383b69d2e46f.png
9962,157,1023,15.347,9962_acc15.3_62dca25a05b3402.png
11326,86,1023,8.407,11326_acc8.4_ddca54b7755f4f9.png
2234,950,1023,92.864,2234_acc92.9_0b0104e5678c4aa.png
4232,776,1023,75.855,4232_acc75.9_27d46804ac824b7.png
2399,939,1023,91.789,2399_acc91.8_8c60a81e1f794b3.png
6871,457,1023,44.673,6871_acc44.7_91e540cf251a4bb.png
3763,824,1023,80.547,3763_acc80.5_fd0c11cb87b849a.png
11752,70,1023,6.843,11752_acc6.8_29baee2d2e784ce.png
12237,54,1023,5.279,12237_acc5.3_910c923466774d3.png
3509,848,1023,82.893,3509_acc82.9_43aea4ab8962439.png
4575,736,1023,71.945,4575_acc71.9_70498eb4869641b.png
2744,916,1023,89.541,2744_acc89.5_eef61c24d500472.png
8448,284,1023,27.761,8448_acc27.8_08cfe3a28b19434.png
10253,138,1023,13.490,10253_acc13.5_48b8f0bfc8014f2.png
