rank,image_path
8379,8379_ILSVRC2012_val_00020990.JPEG
14437,14437_ILSVRC2012_val_00039503.JPEG
14939,14939_ILSVRC2012_val_00044351.JPEG
16320,16320_ILSVRC2012_val_00008524.JPEG
17888,17888_ILSVRC2012_val_00045208.JPEG
20167,20167_ILSVRC2012_val_00047838.JPEG
21759,21759_ILSVRC2012_val_00021256.JPEG
29340,29340_ILSVRC2012_val_00008915.JPEG
29711,29711_ILSVRC2012_val_00005729.JPEG
30342,30342_ILSVRC2012_val_00019098.JPEG
31938,31938_ILSVRC2012_val_00028186.JPEG
32826,32826_ILSVRC2012_val_00027548.JPEG
33472,33472_ILSVRC2012_val_00018541.JPEG
33489,33489_ILSVRC2012_val_00039610.JPEG
33573,33573_ILSVRC2012_val_00031045.JPEG
35531,35531_ILSVRC2012_val_00002621.JPEG
35581,35581_ILSVRC2012_val_00010307.JPEG
37723,37723_ILSVRC2012_val_00046132.JPEG
38165,38165_ILSVRC2012_val_00000633.JPEG
39520,39520_ILSVRC2012_val_00027953.JPEG
40039,40039_ILSVRC2012_val_00035746.JPEG
40258,40258_ILSVRC2012_val_00049148.JPEG
40830,40830_ILSVRC2012_val_00000008.JPEG
41456,41456_ILSVRC2012_val_00002641.JPEG
41947,41947_ILSVRC2012_val_00032747.JPEG
42572,42572_ILSVRC2012_val_00021590.JPEG
42609,42609_ILSVRC2012_val_00013947.JPEG
42721,42721_ILSVRC2012_val_00007727.JPEG
42889,42889_ILSVRC2012_val_00043806.JPEG
42979,42979_ILSVRC2012_val_00018287.JPEG
43167,43167_ILSVRC2012_val_00015231.JPEG
43422,43422_ILSVRC2012_val_00023736.JPEG
43541,43541_ILSVRC2012_val_00026847.JPEG
43640,43640_ILSVRC2012_val_00012943.JPEG
44687,44687_ILSVRC2012_val_00041465.JPEG
45468,45468_ILSVRC2012_val_00042857.JPEG
45787,45787_ILSVRC2012_val_00040240.JPEG
45826,45826_ILSVRC2012_val_00040321.JPEG
45930,45930_ILSVRC2012_val_00022863.JPEG
45983,45983_ILSVRC2012_val_00014946.JPEG
46232,46232_ILSVRC2012_val_00019309.JPEG
46512,46512_ILSVRC2012_val_00043895.JPEG
47663,47663_ILSVRC2012_val_00021290.JPEG
47774,47774_ILSVRC2012_val_00021392.JPEG
47908,47908_ILSVRC2012_val_00048081.JPEG
47928,47928_ILSVRC2012_val_00008715.JPEG
47981,47981_ILSVRC2012_val_00024657.JPEG
48087,48087_ILSVRC2012_val_00025555.JPEG
48582,48582_ILSVRC2012_val_00030187.JPEG
49623,49623_ILSVRC2012_val_00025295.JPEG
