rank,num_true,num_models,acc_percent,image_path
17663,0,1023,0.000,17663_acc0.0_147e37cd19064e5.png
13319,28,1023,2.737,13319_acc2.7_122d35cf1c9041a.png
17029,0,1023,0.000,17029_acc0.0_e798cf8ec92449b.png
17896,0,1023,0.000,17896_acc0.0_0d3876923c544da.png
9017,229,1023,22.385,9017_acc22.4_7abc21f2c30b45d.png
13454,26,1023,2.542,13454_acc2.5_2ab9b1db48e3440.png
9499,190,1023,18.573,9499_acc18.6_338e6e9f0044424.png
14707,9,1023,0.880,14707_acc0.9_d7c494e4ec564e5.png
16600,0,1023,0.000,16600_acc0.0_ca2192e6274c490.png
18261,0,1023,0.000,18261_acc0.0_6fd411c160394ee.png
14255,13,1023,1.271,14255_acc1.3_61010abb4be0427.png
14953,7,1023,0.684,14953_acc0.7_4dbc3c8abe4f414.png
18171,0,1023,0.000,18171_acc0.0_eee68adead33412.png
685,1016,1023,99.316,685_acc99.3_56b633d6591244e.png
17002,0,1023,0.000,17002_acc0.0_71bba722465a45d.png
16940,0,1023,0.000,16940_acc0.0_04f88eb666ce471.png
16392,1,1023,0.098,16392_acc0.1_06723cea99c343a.png
4074,792,1023,77.419,4074_acc77.4_003fd363d51c471.png
11860,66,1023,6.452,11860_acc6.5_4459f9762bc54f8.png
16135,1,1023,0.098,16135_acc0.1_0aeba64f6d8e491.png
17089,0,1023,0.000,17089_acc0.0_0ff004314e9643e.png
17764,0,1023,0.000,17764_acc0.0_1207db3ee07c4a8.png
15825,2,1023,0.196,15825_acc0.2_4b74fc88ef5e4bc.png
8841,246,1023,24.047,8841_acc24.0_cf774ef4add1483.png
16889,0,1023,0.000,16889_acc0.0_4a6151eaef1e48b.png
16780,0,1023,0.000,16780_acc0.0_7b1902be0499441.png
16244,1,1023,0.098,16244_acc0.1_4017a58f98984dc.png
15879,2,1023,0.196,15879_acc0.2_ba2e9f280c24444.png
8158,312,1023,30.499,8158_acc30.5_50719f224c484dd.png
18078,0,1023,0.000,18078_acc0.0_f340a3667cc948b.png
14785,8,1023,0.782,14785_acc0.8_acb0a0ea66e2432.png
18054,0,1023,0.000,18054_acc0.0_0306b04f32fd4e2.png
14395,12,1023,1.173,14395_acc1.2_2e956daa84f24a4.png
16849,0,1023,0.000,16849_acc0.0_cb0921ea209940f.png
16130,1,1023,0.098,16130_acc0.1_be68ebaeea454e4.png
16871,0,1023,0.000,16871_acc0.0_24dedd2b2516401.png
17791,0,1023,0.000,17791_acc0.0_14da1e36ba1e4f2.png
8540,276,1023,26.979,8540_acc27.0_ab74faa1d6d7425.png
18432,0,1023,0.000,18432_acc0.0_d2fa0f27baff436.png
17758,0,1023,0.000,17758_acc0.0_740100ad506c42b.png
16762,0,1023,0.000,16762_acc0.0_74797c7a6f2c4cd.png
688,1016,1023,99.316,688_acc99.3_fea6c9e9d1ae497.png
16839,0,1023,0.000,16839_acc0.0_3813fc57589a490.png
17947,0,1023,0.000,17947_acc0.0_8bb90117a50a40e.png
15944,2,1023,0.196,15944_acc0.2_35e464ad996e47f.png
83,1023,1023,100.000,83_acc100.0_a6900ee0a25a4ed.png
18382,0,1023,0.000,18382_acc0.0_2788090ff5104ed.png
16167,1,1023,0.098,16167_acc0.1_864314f9fde440e.png
17824,0,1023,0.000,17824_acc0.0_70da7b9614bb4a2.png
15854,2,1023,0.196,15854_acc0.2_daf10b3697b343a.png
18398,0,1023,0.000,18398_acc0.0_6449a6adb9d6427.png
17659,0,1023,0.000,17659_acc0.0_5b8cd54c30c94f6.png
16973,0,1023,0.000,16973_acc0.0_880fe66acead4ef.png
17891,0,1023,0.000,17891_acc0.0_ba62d0a7e4a942d.png
16969,0,1023,0.000,16969_acc0.0_4aecbb96879145f.png
16349,1,1023,0.098,16349_acc0.1_1c3d8f92cd12494.png
16440,1,1023,0.098,16440_acc0.1_6feabca5c3b14b1.png
17850,0,1023,0.000,17850_acc0.0_e6e3d37e5896472.png
16273,1,1023,0.098,16273_acc0.1_e966c7cecdd04bd.png
12498,47,1023,4.594,12498_acc4.6_dc65daf1eefd432.png
17322,0,1023,0.000,17322_acc0.0_9b20fcacea8a45a.png
6714,478,1023,46.725,6714_acc46.7_e429b7ac6499431.png
12445,49,1023,4.790,12445_acc4.8_2362b8078ddd462.png
3143,886,1023,86.608,3143_acc86.6_53f85b11c856478.png
10409,130,1023,12.708,10409_acc12.7_23bb5d50cf11481.png
17939,0,1023,0.000,17939_acc0.0_18b32b42ed6143b.png
14507,11,1023,1.075,14507_acc1.1_4dec15a4b476484.png
17785,0,1023,0.000,17785_acc0.0_74661c114b75403.png
14184,14,1023,1.369,14184_acc1.4_4a0dd8e2a67a422.png
1086,1005,1023,98.240,1086_acc98.2_7ffe9b900bdb420.png
6415,515,1023,50.342,6415_acc50.3_74f2d50f26b1419.png
18433,0,1023,0.000,18433_acc0.0_b5278d48e1274b6.png
16342,1,1023,0.098,16342_acc0.1_69f54313297942f.png
16916,0,1023,0.000,16916_acc0.0_54a5f5af27704bf.png
16575,1,1023,0.098,16575_acc0.1_a59d00c3748e429.png
17799,0,1023,0.000,17799_acc0.0_cf19d6c23e1b440.png
18530,0,1023,0.000,18530_acc0.0_c2226af16815418.png
4977,689,1023,67.351,4977_acc67.4_bde4244c0aca48c.png
17038,0,1023,0.000,17038_acc0.0_d83d8ff375e44f6.png
17984,0,1023,0.000,17984_acc0.0_ea60de0d4d174ad.png
9435,195,1023,19.062,9435_acc19.1_60bd667d89f6491.png
15186,5,1023,0.489,15186_acc0.5_2c08ace34786425.png
18145,0,1023,0.000,18145_acc0.0_d9a2a1c85d204fa.png
14089,16,1023,1.564,14089_acc1.6_764d899d1721445.png
17633,0,1023,0.000,17633_acc0.0_43c149a35e6749a.png
17826,0,1023,0.000,17826_acc0.0_f2f8713ce9d54e3.png
17849,0,1023,0.000,17849_acc0.0_e588e329445f431.png
13293,29,1023,2.835,13293_acc2.8_0872ed300412494.png
14610,10,1023,0.978,14610_acc1.0_54c7eacc2753486.png
5013,684,1023,66.862,5013_acc66.9_d6d6711d6ac74e2.png
17211,0,1023,0.000,17211_acc0.0_75ffab0430934fc.png
12370,51,1023,4.985,12370_acc5.0_afbbbc7f43944a9.png
17131,0,1023,0.000,17131_acc0.0_f837f5fa7038447.png
17857,0,1023,0.000,17857_acc0.0_d3a4fb4358c24b5.png
17312,0,1023,0.000,17312_acc0.0_5c23d5079b22491.png
18133,0,1023,0.000,18133_acc0.0_91444a72388f434.png
17090,0,1023,0.000,17090_acc0.0_b40eea03373e4ae.png
16724,0,1023,0.000,16724_acc0.0_e9842b8e1a7c451.png
17538,0,1023,0.000,17538_acc0.0_52870a80635d470.png
1672,981,1023,95.894,1672_acc95.9_f3a67a58c20b4c4.png
17691,0,1023,0.000,17691_acc0.0_beac94751d5841f.png
17374,0,1023,0.000,17374_acc0.0_4f394de717ec474.png
2065,961,1023,93.939,2065_acc93.9_471149c0187b47e.png
18494,0,1023,0.000,18494_acc0.0_5efcc32cdb88415.png
17353,0,1023,0.000,17353_acc0.0_72a1982fdbfb4f9.png
17603,0,1023,0.000,17603_acc0.0_90beefe2ea14446.png
17379,0,1023,0.000,17379_acc0.0_92c2367b6f794e4.png
16781,0,1023,0.000,16781_acc0.0_7ffd34026a7f462.png
13721,21,1023,2.053,13721_acc2.1_7d7ef50bf7b249a.png
17306,0,1023,0.000,17306_acc0.0_8c4b851a19004ae.png
17402,0,1023,0.000,17402_acc0.0_b2927fed67ca4ec.png
