rank,num_true,num_models,acc_percent,image_path
7959,331,1023,32.356,7959_acc32.4_fe0f252f58834bb.png
11848,67,1023,6.549,11848_acc6.5_0912477409684fb.png
975,1008,1023,98.534,975_acc98.5_68ee41b651e9455.png
6165,545,1023,53.275,6165_acc53.3_88c890e216d24e2.png
678,1016,1023,99.316,678_acc99.3_80971d5d46b4475.png
5259,652,1023,63.734,5259_acc63.7_1662561d2f384ae.png
753,1014,1023,99.120,753_acc99.1_fa3d109a69d24c4.png
3018,896,1023,87.586,3018_acc87.6_607c5113ed8449e.png
1513,988,1023,96.579,1513_acc96.6_a577574d502a4e3.png
6812,465,1023,45.455,6812_acc45.5_77b126c1f2424a9.png
2107,958,1023,93.646,2107_acc93.6_b59a3a57ca3c4ad.png
7742,354,1023,34.604,7742_acc34.6_54b8f0f7e3da49f.png
2725,917,1023,89.638,2725_acc89.6_cd9c336f4b96440.png
1052,1006,1023,98.338,1052_acc98.3_243d9721f8dd4d5.png
8013,326,1023,31.867,8013_acc31.9_cbc65732b4df4cd.png
4081,791,1023,77.322,4081_acc77.3_949a4eea866a42c.png
10185,144,1023,14.076,10185_acc14.1_c1007398a89a41a.png
2108,958,1023,93.646,2108_acc93.6_281722d4bee44ee.png
2034,962,1023,94.037,2034_acc94.0_0caa37f87d1644a.png
3818,818,1023,79.961,3818_acc80.0_3d35f7371f93481.png
1381,994,1023,97.165,1381_acc97.2_79b7e9c7043146a.png
9436,194,1023,18.964,9436_acc19.0_bb76e404376c424.png
2805,912,1023,89.150,2805_acc89.1_cb82e93f6a564fc.png
14658,9,1023,0.880,14658_acc0.9_72280d18ef144ba.png
231,1022,1023,99.902,231_acc99.9_113d3f84ba76495.png
6021,560,1023,54.741,6021_acc54.7_220095e78b174c6.png
4033,797,1023,77.908,4033_acc77.9_b987e17fa94b414.png
3748,826,1023,80.743,3748_acc80.7_0384575a3db2419.png
494,1019,1023,99.609,494_acc99.6_cf5070f8c425406.png
8991,231,1023,22.581,8991_acc22.6_6853c97240d9446.png
8405,288,1023,28.152,8405_acc28.2_96e9160a15b24a9.png
14049,16,1023,1.564,14049_acc1.6_719f5c51561e486.png
10754,112,1023,10.948,10754_acc10.9_dc46f3af2e3f4c2.png
8076,319,1023,31.183,8076_acc31.2_b34b97819ce84ff.png
9275,208,1023,20.332,9275_acc20.3_5931b2631971401.png
1928,967,1023,94.526,1928_acc94.5_3e5c43e55aa0491.png
1880,970,1023,94.819,1880_acc94.8_ea590e37019f418.png
3295,870,1023,85.044,3295_acc85.0_7b14b1287988450.png
9191,216,1023,21.114,9191_acc21.1_b75be8a414514ea.png
1097,1004,1023,98.143,1097_acc98.1_a4fa966fb4b243a.png
2163,955,1023,93.353,2163_acc93.4_6c7fee0e74d94c6.png
3304,869,1023,84.946,3304_acc84.9_f870a923cdf0433.png
5146,667,1023,65.200,5146_acc65.2_73b7a11e7699431.png
2002,963,1023,94.135,2002_acc94.1_ab2b8d27d80349a.png
3406,860,1023,84.066,3406_acc84.1_e909e4a0e6a7433.png
2113,958,1023,93.646,2113_acc93.6_c86aba909206429.png
4417,756,1023,73.900,4417_acc73.9_e5a3e1d97c5242f.png
2820,911,1023,89.052,2820_acc89.1_b9bd6225c926412.png
1605,983,1023,96.090,1605_acc96.1_47a2d2dc37e7462.png
2571,929,1023,90.811,2571_acc90.8_c10e629863c14d8.png
3740,827,1023,80.841,3740_acc80.8_fb1cd15bcfca429.png
6322,526,1023,51.417,6322_acc51.4_92d25d92cb2e415.png
6612,488,1023,47.703,6612_acc47.7_455208b78a5d4a5.png
6774,471,1023,46.041,6774_acc46.0_8281498f01b9476.png
6473,506,1023,49.462,6473_acc49.5_2ca7a78c9cca415.png
1214,1000,1023,97.752,1214_acc97.8_6df7ff5c6caa49f.png
10700,114,1023,11.144,10700_acc11.1_4ed847daaa2340c.png
6186,543,1023,53.079,6186_acc53.1_b10e49af5aab424.png
2865,907,1023,88.661,2865_acc88.7_310bcdde0baa49f.png
5330,645,1023,63.050,5330_acc63.0_f1afb02668084c9.png
4798,710,1023,69.404,4798_acc69.4_a4966b12c91e4b6.png
1293,997,1023,97.458,1293_acc97.5_15498e9f189549c.png
3309,869,1023,84.946,3309_acc84.9_cbf363b8e646493.png
10517,124,1023,12.121,10517_acc12.1_22df72611d694a8.png
1846,972,1023,95.015,1846_acc95.0_803f4619c6fe421.png
5353,642,1023,62.757,5353_acc62.8_5d7738d024b3460.png
13065,33,1023,3.226,13065_acc3.2_cfcb83e722ed480.png
6499,502,1023,49.071,6499_acc49.1_ad2aec65256a483.png
5593,612,1023,59.824,5593_acc59.8_370796478b594de.png
8348,294,1023,28.739,8348_acc28.7_aa18f42193b9415.png
6744,473,1023,46.237,6744_acc46.2_201cfa287e2e473.png
6067,555,1023,54.252,6067_acc54.3_13706ed884d74bf.png
2232,950,1023,92.864,2232_acc92.9_990c5d3595c0488.png
3101,889,1023,86.901,3101_acc86.9_533f3a27d3d2440.png
4867,703,1023,68.719,4867_acc68.7_cdf158b7db06467.png
5417,635,1023,62.072,5417_acc62.1_4b812662c5414ae.png
7529,380,1023,37.146,7529_acc37.1_dc977d6b5b814bd.png
491,1019,1023,99.609,491_acc99.6_60495fd43b9049e.png
9546,186,1023,18.182,9546_acc18.2_1f0297e1bd30469.png
2233,950,1023,92.864,2233_acc92.9_d00a15caab1c406.png
4730,719,1023,70.283,4730_acc70.3_ba9038cec86f4f2.png
3835,817,1023,79.863,3835_acc79.9_bfb2d27a93fc435.png
3693,831,1023,81.232,3693_acc81.2_379d0d3262a6453.png
423,1020,1023,99.707,423_acc99.7_e142f745c718442.png
3663,834,1023,81.525,3663_acc81.5_1259e09ba188400.png
9202,214,1023,20.919,9202_acc20.9_c50b74bf51dd40f.png
2460,935,1023,91.398,2460_acc91.4_f2aec753f6d24b3.png
789,1013,1023,99.022,789_acc99.0_d8841d02070a48a.png
4641,730,1023,71.359,4641_acc71.4_d799bac9ede04fa.png
3642,836,1023,81.720,3642_acc81.7_a36f42faf628437.png
2125,957,1023,93.548,2125_acc93.5_2bfef97363df4df.png
4481,747,1023,73.021,4481_acc73.0_c990bef7cd24435.png
419,1020,1023,99.707,419_acc99.7_07e4fc1b61224a0.png
12518,46,1023,4.497,12518_acc4.5_d38ed729c7fc4ee.png
5365,641,1023,62.659,5365_acc62.7_3a16a66e3a834be.png
2488,933,1023,91.202,2488_acc91.2_45dce4ff025e42a.png
2841,910,1023,88.954,2841_acc89.0_7446338f2cc44a1.png
8144,313,1023,30.596,8144_acc30.6_f8952cdbf63b4e9.png
6042,558,1023,54.545,6042_acc54.5_89086e0b4a85464.png
1640,982,1023,95.992,1640_acc96.0_83d411aedcec4ca.png
2979,899,1023,87.879,2979_acc87.9_3df090607596495.png
992,1008,1023,98.534,992_acc98.5_750ce78e49e046f.png
