2025-09-22 21:48:13,146 - INFO - Parsed arguments:
2025-09-22 21:48:13,146 - INFO -   amp_dtype = None
2025-09-22 21:48:13,146 - INFO -   bars_npy = /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/bars/geq6wrong_21017_geq6correct_1525_imagenet.npy
2025-09-22 21:48:13,146 - INFO -   cka_layer_fraction = 0.05
2025-09-22 21:48:13,146 - INFO -   current_worker = 0
2025-09-22 21:48:13,146 - INFO -   deterministic = True
2025-09-22 21:48:13,146 - INFO -   device = cuda
2025-09-22 21:48:13,146 - INFO -   epsilon = 0.001
2025-09-22 21:48:13,146 - INFO -   examples_csv = /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/bars/geq6wrong_21017_geq6correct_1525_imagenet_examples_ammended.csv
2025-09-22 21:48:13,146 - INFO -   explicit_examples_for_training = None
2025-09-22 21:48:13,146 - INFO -   grad_clip_norm = 1.0
2025-09-22 21:48:13,146 - INFO -   hierarchy_json = /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/bars/imagenet_synset_hierarchy.json
2025-09-22 21:48:13,146 - INFO -   imagenet_models_csv = /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/bars/imagenet_models.csv
2025-09-22 21:48:13,146 - INFO -   lr = 0.0001
2025-09-22 21:48:13,146 - INFO -   max_examples = 50000
2025-09-22 21:48:13,146 - INFO -   max_steps_per_example = 10000
2025-09-22 21:48:13,146 - INFO -   model_csv_name = efficientvit_base_1_224_classification_imagenet_1k
2025-09-22 21:48:13,147 - INFO -   model_name = efficientvit_b1.r224_in1k
2025-09-22 21:48:13,147 - INFO -   no_amp = False
2025-09-22 21:48:13,147 - INFO -   num_workers = 8
2025-09-22 21:48:13,147 - INFO -   output_dir = /home/projects/bagon/andreyg/Projects/BMM_school/Universal_learning/Programming/training_gradient_evaluator_single_loss_parallel/output_parallel_8_workers_trial_2
2025-09-22 21:48:13,147 - INFO -   root_dir = None
2025-09-22 21:48:13,147 - INFO -   seed = 1337
2025-09-22 21:48:13,147 - INFO -   time_limit_seconds = 6300
2025-09-22 21:48:13,147 - INFO -   weight_decay = 0.0
2025-09-22 21:48:13,147 - INFO -   zero_aug_train = False
2025-09-22 21:48:14,204 - INFO - Loaded TIMM pretrained weights for efficientvit_b1.r224_in1k
2025-09-22 21:48:14,204 - INFO - pretrained_cfg.url= hf_hub_id=timm/efficientvit_b1.r224_in1k
2025-09-22 21:48:14,532 - INFO - Training configuration:
2025-09-22 21:48:14,533 - INFO -   lr = 0.0001
2025-09-22 21:48:14,533 - INFO -   weight_decay = 0.0
2025-09-22 21:48:14,533 - INFO -   max_steps = 10000
2025-09-22 21:48:14,533 - INFO -   epsilon = 0.001
2025-09-22 21:48:14,533 - INFO -   device = cuda
2025-09-22 21:48:14,533 - INFO -   use_amp = True
2025-09-22 21:48:14,533 - INFO -   amp_dtype = None
2025-09-22 21:48:14,533 - INFO -   gradient_clip_norm = 1.0
2025-09-22 21:48:20,382 - INFO - CKA layer subset: selecting 6/112 layers (~5%)
2025-09-22 21:48:28,813 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n02951358/ILSVRC2012_val_00039572.JPEG reached epsilon at step 33, loss sum: 2.6523, final loss: 0.00095081, weight distance: 0.0027
2025-09-22 21:48:38,437 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n02606052/ILSVRC2012_val_00006833.JPEG reached epsilon at step 37, loss sum: 3.0449, final loss: 0.00096130, weight distance: 0.0026
2025-09-22 21:48:46,126 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n02088632/ILSVRC2012_val_00019481.JPEG reached epsilon at step 59, loss sum: 7.7898, final loss: 0.00095320, weight distance: 0.0044
2025-09-22 21:48:53,166 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n02107312/ILSVRC2012_val_00016499.JPEG reached epsilon at step 49, loss sum: 6.1310, final loss: 0.00085735, weight distance: 0.0040
2025-09-22 21:48:59,391 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n02236044/ILSVRC2012_val_00047877.JPEG reached epsilon at step 42, loss sum: 23.4286, final loss: 0.00090981, weight distance: 0.0028
2025-09-22 21:49:05,396 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n02445715/ILSVRC2012_val_00000447.JPEG reached epsilon at step 49, loss sum: 39.4885, final loss: 0.00095272, weight distance: 0.0033
2025-09-22 21:49:13,613 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n01950731/ILSVRC2012_val_00018470.JPEG reached epsilon at step 38, loss sum: 22.0156, final loss: 0.00099468, weight distance: 0.0027
2025-09-22 21:49:21,570 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n02892201/ILSVRC2012_val_00029408.JPEG reached epsilon at step 24, loss sum: 0.0744, final loss: 0.00094414, weight distance: 0.0022
2025-09-22 21:49:29,227 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n02797295/ILSVRC2012_val_00008359.JPEG reached epsilon at step 42, loss sum: 4.0836, final loss: 0.00095320, weight distance: 0.0032
2025-09-22 21:49:38,624 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n04389033/ILSVRC2012_val_00040332.JPEG reached epsilon at step 37, loss sum: 1.3391, final loss: 0.00095701, weight distance: 0.0030
2025-09-22 21:49:48,908 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n01872401/ILSVRC2012_val_00026263.JPEG reached epsilon at step 43, loss sum: 0.6416, final loss: 0.00094700, weight distance: 0.0033
2025-09-22 21:49:56,458 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n03032252/ILSVRC2012_val_00042815.JPEG reached epsilon at step 22, loss sum: 0.4366, final loss: 0.00085592, weight distance: 0.0018
2025-09-22 21:50:04,831 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n02389026/ILSVRC2012_val_00033221.JPEG reached epsilon at step 57, loss sum: 15.5247, final loss: 0.00097513, weight distance: 0.0042
2025-09-22 21:50:08,353 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n04265275/ILSVRC2012_val_00015782.JPEG reached epsilon at step 31, loss sum: 12.6404, final loss: 0.00088644, weight distance: 0.0022
2025-09-22 21:50:16,351 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n04429376/ILSVRC2012_val_00016534.JPEG reached epsilon at step 40, loss sum: 53.4183, final loss: 0.00088692, weight distance: 0.0026
2025-09-22 21:50:21,930 - INFO - Example /home/projects/bagon/shared/imagenet512/val/n03887697/ILSVRC2012_val_00029980.JPEG reached epsilon at step 39, loss sum: 14.5620, final loss: 0.00091934, weight distance: 0.0028
