iter	RMSE
0	2682.108328
1	2662.425694
2	2642.992344
3	2626.304905
4	2608.010792
5	2593.921101
6	2578.212973
7	2563.655962
8	2546.814083
9	2532.406454
10	2517.716591
11	2503.284652
12	2489.203154
13	2474.210227
14	2460.864041
15	2446.616821
16	2433.660614
17	2420.263268
18	2408.6496
19	2397.006635
20	2386.752468
21	2375.637184
22	2364.325137
23	2353.310611
24	2343.321668
25	2333.190431
26	2323.712375
27	2313.265604
28	2302.195015
29	2293.682392
30	2283.655252
31	2275.092635
32	2265.466866
33	2257.964314
34	2248.300615
35	2241.04061
36	2232.211565
37	2224.320202
38	2216.157114
39	2209.708574
40	2202.548216
41	2196.072588
42	2188.824921
43	2182.287587
44	2174.262117
45	2167.573506
46	2158.788565
47	2154.249061
48	2147.417536
49	2138.95943
50	2131.334932
51	2124.684776
52	2120.046161
53	2113.89765
54	2106.921835
55	2099.832373
56	2092.248413
57	2086.674569
58	2081.324096
59	2074.86775
60	2069.837687
61	2063.8515
62	2056.256493
63	2052.301274
64	2046.270118
65	2041.92803
66	2037.14381
67	2032.416606
68	2027.408017
69	2021.713363
70	2018.079283
71	2012.04118
72	2007.714052
73	2002.892914
74	1997.454386
75	1992.736967
76	1988.677762
77	1984.250839
78	1978.439978
79	1973.508363
80	1968.226725
81	1961.89885
82	1956.575926
83	1951.547725
84	1946.85333
85	1942.835181
86	1938.531568
87	1934.677476
88	1929.660394
89	1926.027551
90	1922.215136
91	1919.072327
92	1916.172236
93	1912.614898
94	1909.257605
95	1903.488599
96	1898.854553
97	1895.617893
98	1892.646693
99	1888.332409
100	1883.620708
101	1879.081129
102	1874.438504
103	1869.448214
104	1865.055079
105	1860.164048
106	1854.841953
107	1850.481344
108	1845.991692
109	1843.163318
110	1838.89131
111	1835.945831
112	1831.362138
113	1826.780786
114	1823.001323
115	1818.46077
116	1815.16098
117	1810.214346
118	1806.43664
119	1801.593791
120	1797.261697
121	1793.640692
122	1789.565447
123	1786.414387
124	1782.099981
125	1778.753712
126	1775.678935
127	1771.749091
128	1767.208908
129	1763.059627
130	1760.075272
131	1757.263652
132	1753.878519
133	1748.874771
134	1745.474294
135	1742.509163
136	1739.529688
137	1736.621322
138	1733.444553
139	1730.637179
140	1728.402112
141	1725.584976
142	1722.656736
143	1719.691114
144	1715.797373
145	1713.213187
146	1709.654309
147	1706.1324
148	1702.503789
149	1699.884269
150	1697.340859
151	1692.320426
152	1689.013393
153	1685.22035
154	1681.128537
155	1678.167796
156	1675.8089
157	1672.688691
158	1670.938904
159	1666.88607
160	1662.736227
161	1659.778012
162	1655.71145
163	1653.202205
164	1650.094715
165	1647.188917
166	1644.643986
167	1641.003804
168	1637.321381
169	1633.184951
170	1631.475228
171	1629.040968
172	1626.863907
173	1623.573864
174	1620.355444
175	1618.162879
176	1615.419254
177	1613.768365
178	1610.521397
179	1607.857979
180	1604.686985
181	1601.937916
182	1598.293694
183	1595.179815
184	1591.259509
185	1587.176029
186	1584.409534
187	1580.588549
188	1577.809357
189	1575.459518
190	1572.092791
191	1568.474709
192	1565.761063
193	1563.581064
194	1561.127892
195	1557.278316
196	1553.532781
197	1551.099323
198	1548.999624
199	1546.961879
200	1544.60279
201	1541.331692
202	1537.853749
203	1534.070674
204	1531.222586
205	1528.959446
206	1526.282704
207	1523.710327
208	1521.916095
209	1519.130257
210	1515.536352
211	1512.197826
212	1509.034668
213	1506.341872
214	1503.032818
215	1499.807469
216	1497.396785
217	1495.339202
218	1492.454298
219	1488.521222
220	1485.842219
221	1483.969304
222	1481.614536
223	1479.888662
224	1476.495128
225	1474.396074
226	1472.214051
227	1470.544274
228	1467.497474
229	1464.023797
230	1461.549502
231	1457.926183
232	1456.572779
233	1454.072307
234	1451.136824
235	1447.903614
236	1445.163398
237	1442.21951
238	1440.20551
239	1437.512
240	1436.281425
241	1432.413489
242	1430.214542
243	1428.538499
244	1425.954627
245	1422.315709
246	1420.118678
247	1416.882884
248	1415.201019
249	1411.777318
250	1409.946199
251	1407.262455
252	1403.545679
253	1401.601623
254	1399.409018
255	1396.866536
256	1394.769453
257	1392.057064
258	1390.370042
259	1387.765733
260	1386.128227
261	1383.936413
262	1381.743763
263	1379.555644
264	1377.793049
265	1373.390718
266	1370.311489
267	1367.349969
268	1364.83206
269	1362.747917
270	1359.985307
271	1357.977819
272	1355.437676
273	1353.739764
274	1351.473126
275	1348.336077
276	1346.991583
277	1345.803892
278	1343.473185
279	1340.439786
280	1338.896639
281	1336.024589
282	1334.172663
283	1332.56136
284	1328.452957
285	1326.402739
286	1323.206087
287	1320.562907
288	1316.577436
289	1313.41946
290	1311.249735
291	1309.378545
292	1307.952977
293	1306.005743
294	1303.582368
295	1302.125988
296	1300.783079
297	1298.011649
298	1295.244707
299	1292.093213
300	1290.267828
301	1287.231045
302	1284.312462
303	1281.696049
304	1278.825566
305	1274.937877
306	1272.827563
307	1270.761209
308	1268.70064
309	1266.668497
310	1264.006229
311	1260.201042
312	1257.203485
313	1254.414127
314	1253.116318
315	1250.034647
316	1248.072851
317	1245.636788
318	1244.180981
319	1241.992282
320	1239.022304
321	1237.550626
322	1235.744465
323	1234.309113
324	1231.070802
325	1229.113076
326	1225.717768
327	1223.069472
328	1220.743871
329	1216.721682
330	1215.351306
331	1214.219116
332	1212.878411
333	1208.526053
334	1205.987322
335	1203.844159
336	1202.135722
337	1198.500133
338	1196.182235
339	1194.024713
340	1192.454046
341	1191.511861
342	1188.268132
343	1186.605527
344	1184.429607
345	1182.369802
346	1180.919726
347	1179.341125
348	1177.009596
349	1174.128096
350	1172.003268
351	1170.339111
352	1168.311247
353	1166.624978
354	1163.897901
355	1161.484877
356	1159.432577
357	1156.871691
358	1154.413646
359	1151.847954
360	1148.836422
361	1145.145985
362	1142.53196
363	1140.323359
364	1137.794813
365	1134.57821
366	1132.281483
367	1130.099361
368	1128.605087
369	1126.85512
370	1123.930745
371	1121.922463
372	1118.905507
373	1116.751247
374	1114.106654
375	1112.691368
376	1111.888081
377	1109.144751
378	1106.520724
379	1104.817371
380	1102.333703
381	1100.511121
382	1098.950259
383	1097.510892
384	1096.358942
385	1093.606416
386	1091.836936
387	1090.633909
388	1088.389367
389	1087.008425
390	1085.476099
391	1083.783348
392	1081.484698
393	1079.040764
394	1077.502507
395	1076.05782
396	1072.58657
397	1070.607686
398	1067.805288
399	1066.780739
400	1064.667572
401	1063.433388
402	1061.260807
403	1059.591253
404	1058.083229
405	1055.659372
406	1052.984072
407	1051.127091
408	1048.749638
409	1046.54992
410	1045.103483
411	1043.268562
412	1039.951802
413	1038.367347
414	1035.083737
415	1033.675241
416	1031.549651
417	1030.080138
418	1028.196575
419	1026.36071
420	1025.157688
421	1023.459152
422	1021.903398
423	1020.389268
424	1018.968869
425	1017.563723
426	1015.913858
427	1013.72916
428	1012.796456
429	1010.450632
430	1007.816022
431	1006.359441
432	1004.500588
433	1001.660657
434	998.6044771
435	996.7859606
436	994.4986393
437	992.1024808
438	990.6673761
439	988.5910949
440	986.9227045
441	984.8791253
442	982.810083
443	980.8696643
444	979.7009187
445	978.2109655
446	975.8157399
447	973.786792
448	971.3580151
449	969.3674342
450	967.6497935
451	965.3462517
452	963.3603883
453	961.4746369
454	959.3531837
455	956.9380722
456	956.3007846
457	954.8620751
458	952.9020079
459	951.0923868
460	949.989427
461	948.8466799
462	947.3577989
463	946.042968
464	944.9012774
465	942.1866165
466	940.8014196
467	939.6471354
468	937.606848
469	935.9763448
470	934.5592532
471	933.3529553
472	932.0361231
473	930.0888653
474	927.3468476
475	926.5985273
476	924.3896309
477	922.9780331
478	920.8145269
479	918.9738008
480	916.9328964
481	916.2986814
482	913.9477888
483	912.5951059
484	911.3146894
485	909.5859304
486	907.5464731
487	906.6322386
488	905.6816316
489	904.1500628
490	901.8091293
491	900.0547077
492	898.3257691
493	897.6869379
494	894.9366796
495	893.0595699
496	891.5808266
497	889.3810047
498	888.0232431
499	887.0397066
500	885.8755838
501	883.7836387
502	881.6604331
503	880.4005405
504	879.2243024
505	877.9243133
506	876.743615
507	874.8875962
508	873.7950432
509	871.3859096
510	869.9131162
511	868.157368
512	866.9238587
513	865.1257432
514	864.0793763
515	862.9823665
516	861.421524
517	860.0748612
518	858.4854326
519	856.4770311
520	855.828847
521	854.5479496
522	852.9964444
523	851.6027296
524	850.6501964
525	849.2522716
526	846.7355728
527	845.1363873
528	843.744791
529	841.490791
530	840.2916961
531	839.448707
532	838.4197354
533	837.8619208
534	835.9909427
535	835.4397592
536	833.6381226
537	833.0636834
538	831.7212314
539	830.4341181
540	829.4687913
541	827.1368344
542	825.9016597
543	823.5094602
544	821.8379479
545	820.3597852
546	817.6306455
547	815.7410644
548	813.5520381
549	810.80533
550	809.9366509
551	808.5160738
552	806.8612621
553	804.6539825
554	802.6246686
555	801.0807822
556	799.5012817
557	797.8370205
558	796.7718826
559	795.7317643
560	794.0091231
561	792.5627347
562	791.6666085
563	790.2255392
564	788.887405
565	787.6160714
566	786.4338653
567	785.2296918
568	784.2930824
569	782.9542708
570	780.8331166
571	779.6430471
572	777.9247939
573	776.8750355
574	775.4741216
575	774.3278411
576	773.3094779
577	771.728179
578	770.0173857
579	769.676708
580	768.1467412
581	765.9145428
582	764.2623435
583	762.4021001
584	760.9757914
585	759.4770039
586	758.4883959
587	756.7428099
588	755.0930831
589	754.0737765
590	752.3723172
591	750.8758215
592	748.3546958
593	747.2642972
594	745.8007625
595	745.2152139
596	743.5037468
597	742.5610527
598	741.425851
599	740.2285373
600	738.5762592
601	737.6787246
602	736.3825078
603	734.8700448
604	733.5871184
605	732.1151624
606	731.1156248
607	729.4752356
608	727.7186994
609	726.6455897
610	725.6000299
611	724.4592635
612	723.4544977
613	721.8698274
614	719.3047874
615	718.5980359
616	717.4463064
617	715.0076471
618	713.6415156
619	711.9530381
620	710.866926
621	709.2356551
622	708.0992678
623	706.973315
624	705.7917199
625	704.4584456
626	703.350837
627	702.1545887
628	701.3368788
629	700.7823013
630	699.3633123
631	698.1276513
632	696.3045095
633	695.0773226
634	693.7170552
635	692.3407002
636	690.8937816
637	690.1212345
638	688.339064
639	686.9133205
640	685.8143962
641	684.1763421
642	681.5799645
643	679.9956041
644	678.3575178
645	677.2039837
646	675.4332908
647	674.542928
648	672.9913802
649	671.6363891
650	669.8625185
651	669.0382529
652	668.0509883
653	667.2141689
654	664.9586069
655	664.0441514
656	663.0366669
657	662.1529593
658	661.1681713
659	660.2324075
660	659.0350832
661	658.0841404
662	656.0781549
663	655.380795
664	654.7357997
665	653.6062503
666	652.4602754
667	651.361537
668	650.3650989
669	649.2249429
670	648.6692176
671	648.1026875
672	647.654519
673	646.5762968
674	645.4165679
675	644.5383628
676	643.9156684
677	643.0485381
678	641.9808792
679	640.2745078
680	638.5387577
681	638.3762665
682	637.4493349
683	635.6799011
684	634.474496
685	633.2287128
686	631.6259663
687	631.0186925
688	629.3543551
689	627.9979887
690	626.4396293
691	625.768376
692	624.316409
693	623.0117208
694	622.0947746
695	620.7277453
696	619.4471737
697	618.5886746
698	617.5384434
699	616.4100413
700	615.984486
701	614.8011693
702	612.6239761
703	611.7597508
704	610.6631196
705	609.6786098
706	608.6277407
707	607.5174217
708	606.4978643
709	606.0146865
710	604.775302
711	604.5609795
712	603.63582
713	602.1092389
714	600.865629
715	599.6924395
716	598.5253395
717	597.6850798
718	597.0267578
719	595.5695448
720	594.4098786
721	593.9141417
722	593.5155907
723	592.6258226
724	591.8806111
725	591.2788315
726	590.5128268
727	589.3887613
728	588.9723871
729	588.4876851
730	587.8231737
731	587.0687984
732	586.544148
733	585.9017771
734	584.4230857
735	583.6786879
736	582.7270093
737	581.6024085
738	580.85626
739	580.0364082
740	579.5583226
741	578.7648944
742	577.4413623
743	577.0866447
744	576.012318
745	575.3499567
746	573.657568
747	573.4489308
748	572.7590169
749	571.7318667
750	571.2062536
751	569.9837119
752	569.022899
753	568.2149508
754	567.5104058
755	566.7487342
756	566.6783223
757	565.4970033
758	564.653118
759	563.5219041
760	562.9883326
761	562.0333999
762	561.3526152
763	560.2134877
764	559.5045859
765	558.5433154
766	557.7039099
767	556.7112024
768	555.665623
769	555.1574777
770	554.0501415
771	553.4424839
772	551.2598925
773	550.6111578
774	549.7614197
775	548.5620428
776	547.5900248
777	546.8701781
778	545.8381032
779	544.8578485
780	543.6709257
781	541.9438564
782	541.0837119
783	540.546048
784	539.6667003
785	538.1581898
786	537.54942
787	536.2755648
788	534.9057297
789	533.9959273
790	532.5189697
791	531.8163775
792	530.9135176
793	530.287055
794	529.5811571
795	528.4999236
796	527.7656727
797	526.7273869
798	525.5740634
799	524.7725643
800	524.1683254
801	523.2644848
802	522.2449714
803	521.1916535
804	519.9192604
805	518.7073797
806	517.9962927
807	517.2460955
808	517.0712137
809	516.4970328
810	515.6712363
811	514.882688
812	513.8894725
813	512.6512137
814	511.6863572
815	510.6089164
816	510.1642913
817	508.5181566
818	507.7782043
819	506.5940138
820	506.0782208
821	505.731389
822	505.3867153
823	504.6047304
824	504.0361995
825	503.9791059
826	503.3610407
827	502.2443975
828	502.0620612
829	500.920122
830	500.3741652
831	499.5719718
832	499.253404
833	497.842672
834	497.1768341
835	495.6881852
836	495.2773164
837	494.4078184
838	493.3501791
839	492.1833456
840	491.3007491
841	490.5363391
842	490.0739015
843	489.0603815
844	488.6051766
845	488.053773
846	487.1361359
847	486.67634
848	485.8776138
849	484.9552796
850	484.4026083
851	482.8416494
852	482.046291
853	481.3364371
854	480.3034891
855	479.5997096
856	479.1108208
857	478.0608752
858	476.7529315
859	475.9350239
860	474.693697
861	473.6806856
862	472.9389314
863	472.1304928
864	471.735124
865	470.7555968
866	469.3777941
867	467.8239803
868	467.3591327
869	466.8755016
870	465.7584641
871	464.5529248
872	462.613379
873	462.0974511
874	461.4447206
875	460.241266
876	459.0946213
877	458.1817089
878	457.3942375
879	456.7651241
880	455.743695
881	455.310174
882	454.1798349
883	453.2042486
884	452.032035
885	450.4961507
886	449.3567991
887	447.9466516
888	447.1332897
889	446.1312817
890	445.7234549
891	445.0917788
892	444.320637
893	444.2283909
894	443.2661034
895	442.1291603
896	441.2579936
897	440.4176831
898	439.6797708
899	439.3706612
900	439.1259324
901	438.4795502
902	437.9722268
903	437.6437078
904	436.4927438
905	435.6596947
906	435.0302663
907	434.5278087
908	434.0450531
909	433.7465627
910	432.9982505
911	431.9444175
912	430.7815933
913	430.7071054
914	430.0222677
915	429.0883716
916	428.1769121
917	426.9454288
918	426.0425666
919	425.5231612
920	424.5711131
921	423.4346094
922	423.1383195
923	422.7619655
924	421.9803731
925	420.670068
926	419.7191329
927	419.3042943
928	418.6495723
929	417.877882
930	417.0556782
931	415.9270574
932	415.2471359
933	414.3753189
934	413.3215804
935	412.6907426
936	412.3732649
937	411.7109262
938	410.460337
939	409.788012
940	408.6787915
941	407.6406507
942	407.0341751
943	406.0522952
944	405.2266875
945	404.7910815
946	404.0864653
947	403.2796626
948	402.8427396
949	401.7759305
950	401.2730511
951	400.7722869
952	400.1832379
953	399.444442
954	399.043734
955	398.510941
956	397.7899071
957	396.6387954
958	395.7623465
959	395.0892661
960	394.4236723
961	393.7221032
962	393.2271059
963	392.7127129
964	392.5111716
965	392.0245984
966	391.8874575
967	391.5715765
968	390.7746551
969	389.8847758
970	389.2182901
971	388.0320182
972	387.6186911
973	387.1090058
974	386.7976747
975	386.6465187
976	385.8767541
977	385.1387429
978	384.4318039
979	384.0546985
980	383.2964731
981	382.8392072
982	382.4353967
983	381.8465642
984	380.8456285
985	380.3439895
986	379.8422195
987	379.3706575
988	378.5454392
989	377.7972827
990	377.1772617
991	376.3935093
992	376.2778031
993	375.6877244
994	375.3770036
995	375.0179556
996	374.5501894
997	373.9679089
998	372.9090793
999	371.8181244
1000	371.542525
1001	371.2910572
1002	370.6949028
1003	369.6449526
1004	369.2328009
1005	368.9720834
1006	368.7801931
1007	368.3881366
1008	367.8300166
1009	366.9278639
1010	366.4613595
1011	365.6772787
1012	365.1805977
1013	364.9332724
1014	364.1560668
1015	363.534627
1016	362.7576216
1017	362.3395257
1018	361.8096926
1019	361.7459311
1020	361.2167456
1021	360.6906168
1022	360.3225423
1023	360.2806888
1024	359.6111299
1025	359.5653013
1026	359.1059724
1027	358.4528301
1028	358.0122283
1029	357.9813405
1030	357.465873
1031	356.7733502
1032	356.2785381
1033	355.5175165
1034	354.6628234
1035	354.1947686
1036	353.4514225
1037	352.6518196
1038	352.1011533
1039	351.198378
1040	350.5320952
1041	350.4613665
1042	350.133275
1043	349.2922806
1044	348.8614523
1045	348.432609
1046	347.7512746
1047	347.5619755
1048	347.2400792
1049	346.9135591
1050	346.2733652
1051	345.2054595
1052	344.1808153
1053	343.5852498
1054	343.3373484
1055	342.8891757
1056	342.8727486
1057	342.2382546
1058	341.5701823
1059	341.0569761
1060	340.9325757
1061	340.4821112
1062	339.8569597
1063	339.5500609
1064	339.4542257
1065	339.0558111
1066	338.6302498
1067	338.2103856
1068	337.4522304
1069	337.2557571
1070	336.8790187
1071	336.0422177
1072	335.9904391
1073	335.4314623
1074	334.7696755
1075	333.9645212
1076	333.354606
1077	332.6061702
1078	332.0089826
1079	331.2966799
1080	330.8556846
1081	329.9776614
1082	329.6400136
1083	328.7305135
1084	328.1323767
1085	327.6923362
1086	327.1051173
1087	326.3670829
1088	325.6854952
1089	325.1208231
1090	325.0567805
1091	324.1542925
1092	323.375766
1093	323.2727972
1094	322.6772282
1095	321.8683064
1096	321.4116848
1097	321.2086698
1098	320.7453492
1099	319.9147162
1100	319.5055226
1101	318.5284852
1102	318.277018
1103	317.9922367
1104	317.3106149
1105	316.5643796
1106	315.9890351
1107	315.0616621
1108	314.6744612
1109	314.6581246
1110	314.0380738
1111	313.7291018
1112	313.2046765
1113	312.2723466
1114	311.5809248
1115	311.3384712
1116	311.0316536
1117	310.320376
1118	310.2731891
1119	309.5462857
1120	309.0416276
1121	308.2800847
1122	307.7914896
1123	307.3918769
1124	306.99908
1125	306.4630013
1126	305.7017701
1127	304.9909969
1128	304.2796109
1129	304.2238674
1130	303.5607933
1131	302.8305377
1132	302.464226
1133	301.7088447
1134	301.1327214
1135	300.6925811
1136	300.02852
1137	299.6158732
1138	299.4362387
1139	299.3937917
1140	299.2268944
1141	298.3727021
1142	297.9994621
1143	297.3187235
1144	296.8104851
1145	296.3583576
1146	295.8269826
1147	295.7207991
1148	294.9615864
1149	294.3083598
1150	293.8930264
1151	293.4224202
1152	293.0376678
1153	292.3971789
1154	291.873608
1155	291.5078838
1156	291.0634076
1157	290.5081907
1158	290.3121752
1159	289.8671874
1160	289.6933652
1161	289.575992
1162	289.10127
1163	288.4402608
1164	287.9742015
1165	287.2223216
1166	286.4734386
1167	285.9441193
1168	285.44263
1169	284.9542817
1170	284.4863503
1171	284.0385237
1172	283.5353985
1173	283.4134056
1174	282.8542598
1175	282.0506243
1176	281.8079154
1177	281.2895589
1178	281.2420964
1179	280.5502302
1180	280.0019637
1181	279.5824825
1182	278.7391786
1183	278.2698456
1184	277.7850577
1185	277.6456252
1186	277.3434076
1187	276.8725426
1188	276.40398
1189	276.2453072
1190	275.7519632
1191	275.6749166
1192	275.2351057
1193	274.6257014
1194	274.4687646
1195	273.7774202
1196	273.3422249
1197	273.1904198
1198	272.7648155
1199	272.2403884
